Feature ID	Taxon	Consensus
ESV_16118.1367	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Streptococcaceae;  g__Streptococcus; s__	1.0
ESV_16143.1363	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Enterobacterales;  f__Enterobacteriaceae;  g__Enterobacter; s__	0.7
ESV_16152.1373	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Staphylococcales;  f__Staphylococcaceae;  g__Staphylococcus; s__	1.0
ESV_16162.1409	k__Bacteria;  p__Bdellovibrionota;  c__Bdellovibrionia;  o__Bacteriovoracales;  f__Bacteriovoracaceae; g__; s__	0.9
ESV_16176.1451	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Oxalobacteraceae;  g__Massilia;  s__Massilia_timonae	0.9
ESV_16204.1390	k__Bacteria;  p__Cyanobacteria;  c__Cyanobacteriia;  o__Cyanobacteriales;  f__Chroococcidiopsaceae; g__; s__	1.0
ESV_16219.1350	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Micrococcaceae;  g__Rothia;  s__Rothia_mucilaginosa	0.8
ESV_16239.1488	k__Bacteria;  p__Campilobacterota;  c__Campylobacteria;  o__Campylobacterales;  f__Sulfurimonadaceae;  g__Sulfurimonas; s__	1.0
ESV_16256.1481	k__Bacteria;  p__NB1-j; c__; o__; f__; g__; s__	1.0
ESV_16260.1436	k__Bacteria;  p__SAR324_cladeMarine_group_B; c__; o__; f__; g__; s__	1.0
ESV_16265.1524	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_XPB1014_group; s__	1.0
ESV_16270.1426	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Flavobacteriaceae;  g__Flavobacterium; s__	0.9
ESV_16272.1382	k__Bacteria;  p__Cyanobacteria;  c__Cyanobacteriia; o__; f__; g__; s__	1.0
ESV_16284.1422	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Kiloniellales;  f__Kiloniellaceae;  g__Pelagibius	0.6
ESV_16295.1411	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Muribaculaceae; g__; s__	1.0
ESV_16307.1460	k__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__CG2-30-50-142; f__; g__; s__	1.0
ESV_16348.1479	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae; g__; s__	1.0
ESV_16350.1442	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae; g__; s__	1.0
ESV_16369.1499	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Methylophilaceae;  g__Methylotenera; s__	0.9
ESV_16379.1445	k__Bacteria;  p__Cyanobacteria;  c__Cyanobacteriia;  o__Chloroplast;  f__Phaeodactylum_tricornutum; g__; s__	1.0
ESV_16416.1502	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Oxalobacteraceae;  g__Massilia	1.0
ESV_16428.1464	k__Bacteria;  p__Modulibacteria;  c__Moduliflexia;  o__Moduliflexales;  f__Moduliflexaceae; g__; s__	1.0
ESV_16432.1348	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Propionibacteriaceae;  g__Cutibacterium; s__	1.0
ESV_16433.1348	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Propionibacteriaceae;  g__Cutibacterium; s__	1.0
ESV_16477.1336	k__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Atopobiaceae;  g__Olsenella	0.6
ESV_16479.1445	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Caulobacterales;  f__Caulobacteraceae;  g__Brevundimonas; s__	0.6
ESV_16507.1375	k__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Veillonellales-Selenomonadales;  f__Veillonellaceae;  g__Veillonella; s__	0.6
ESV_16532.1456	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Pseudobutyrivibrio; s__	1.0
ESV_16589.1463	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Coxiellales;  f__Coxiellaceae;  g__Coxiella; s__	1.0
ESV_16605.1518	k__Bacteria;  p__Acidobacteriota;  c__Subgroup_22; o__; f__; g__; s__	1.0
ESV_16608.1519	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Steroidobacterales;  f__Woeseiaceae;  g__Woeseia; s__	0.6
ESV_16626.1497	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__KI89A_clade; f__; g__; s__	0.8
ESV_16631.1524	k__Bacteria;  p__Gemmatimonadota;  c__BD2-11_terrestrial_group; o__; f__; g__; s__	1.0
ESV_16637.1480	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Flavobacteriaceae;  g__Flavobacterium; s__	0.8
ESV_16639.1436	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__UCG-005; s__	1.0
ESV_16659.1423	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridiales;  f__Clostridiaceae;  g__Clostridium_sensu_stricto_8; s__	1.0
ESV_16660.1455	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Hydrogenophilaceae; g__; s__	0.9
ESV_16679.1391	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Hungateiclostridiaceae;  f__Fastidiosipila; g__; s__	1.0
ESV_16706.1541	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Oxalobacteraceae;  g__Herbaspirillum; s__	1.0
ESV_16760.1555	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Enterobacterales;  f__Enterobacteriaceae;  g__Escherichia-Shigella; s__	1.0
ESV_16765.1364	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Chitinophagales;  f__Chitinophagaceae;  g__Cnuella; s__	0.8
ESV_16829.1379	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae	1.0
ESV_16869.1449	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Chitinophagales;  f__Chitinophagaceae;  g__Aurantisolimonas; s__	0.6
ESV_16879.1488	k__Bacteria;  p__Desulfobacterota;  c__Desulfobacteria;  o__Desulfobacterales;  f__Desulfococcaceae;  g__Desulfonema; s__	1.0
ESV_16886.1387	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridiales;  f__Clostridiaceae;  g__Clostridium_sensu_stricto_1;  s__Clostridium_butyricum	0.8
ESV_16887.1545	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Oceanobacillus	1.0
ESV_16905.1439	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__SAR11_clade;  f__Clade_I;  g__Clade_Ib; s__	0.6
ESV_16917.1364	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Nocardioidaceae;  g__Nocardioides; s__	0.7
ESV_16940.1477	k__Bacteria;  p__Campilobacterota;  c__Campylobacteria;  o__Campylobacterales;  f__Sulfurimonadaceae;  g__Sulfurimonas; s__	1.0
ESV_16958.1392	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Xanthomonadales;  f__Xanthomonadaceae;  g__Arenimonas; s__	1.0
ESV_16971.1475	k__Bacteria;  p__Desulfobacterota;  c__Desulfobacteria;  o__Desulfobacterales;  f__Desulfococcaceae; g__; s__	1.0
ESV_16980.1488	k__Bacteria;  p__Chloroflexi;  c__Anaerolineae	0.9
ESV_16986.1527	k__Bacteria;  p__Desulfobacterota;  c__Desulfobacteria;  o__Desulfatiglandales;  f__Desulfatiglandaceae;  g__Desulfatiglans; s__	1.0
ESV_17052.1544	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Chitinophagales; f__; g__; s__	0.6
ESV_17072.1452	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Xanthobacteraceae; g__; s__	0.8
ESV_17073.1480	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Nocardioidaceae;  g__Nocardioides; s__	0.8
ESV_17083.1474	k__Bacteria;  p__Chloroflexi;  c__Anaerolineae;  o__SBR1031; f__; g__; s__	0.7
ESV_17097.1390	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Dorea;  s__Dorea_longicatena	0.9
ESV_17111.1389	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Blautia; s__	0.9
ESV_17119.1428	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhodobacterales;  f__Rhodobacteraceae;  g__Ascidiaceihabitans; s__	0.8
ESV_17146.1479	k__Bacteria;  p__Campilobacterota;  c__Campylobacteria;  o__Campylobacterales;  f__Helicobacteraceae; g__; s__	0.7
ESV_17177.1407	k__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Opitutales;  f__Opitutaceae;  g__Lacunisphaera; s__	1.0
ESV_17216.1476	k__Bacteria;  p__Acidobacteriota;  c__Vicinamibacteria;  o__Vicinamibacterales; f__; g__; s__	1.0
ESV_17240.1354	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnoclostridium; s__	1.0
ESV_17250.1391	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Cytophagales;  f__Amoebophilaceae;  g__Ca_Amoebophilus; s__	0.7
ESV_17259.1396	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Rikenellaceae; g__; s__	1.0
ESV_17269.1491	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Comamonadaceae;  g__Verminephrobacter; s__	0.6
ESV_17286.1338	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridiales;  f__Clostridiaceae;  g__Clostridium_sensu_stricto_1; s__	0.9
ESV_17288.1351	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Subdoligranulum; s__	0.7
ESV_17327.1472	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Leuconostocaceae;  g__Leuconostoc; s__	1.0
ESV_17403.1376	k__Bacteria;  p__Firmicutes;  c__Clostridia	1.0
ESV_17410.1568	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Oceanobacillus; s__	0.6
ESV_17418.1448	k__Bacteria;  p__Chloroflexi;  c__Anaerolineae;  o__SBR1031; f__; g__; s__	1.0
ESV_17422.1345	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Propionibacteriaceae;  g__Cutibacterium; s__	1.0
ESV_17423.1420	k__Bacteria;  p__Spirochaetota;  c__Spirochaetia;  o__Spirochaetales;  f__Spirochaetaceae; g__; s__	1.0
ESV_17430.1372	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Staphylococcales;  f__Staphylococcaceae;  g__Staphylococcus; s__	0.8
ESV_17434.1469	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Oceanospirillales;  f__Endozoicomonadaceae;  g__Endozoicomonas; s__	1.0
ESV_17440.1380	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Rikenellaceae;  g__dgA-11_gut_group; s__	0.6
ESV_17519.1453	k__Bacteria;  p__Chloroflexi;  c__Anaerolineae;  o__Ardenticatenales; f__; g__; s__	1.0
ESV_17543.1394	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Prevotellaceae;  g__Prevotellaceae_UCG-001; s__	1.0
ESV_17565.1464	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Enterobacterales;  f__Enterobacteriaceae;  g__Klebsiella; s__	0.8
ESV_17569.1476	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Anoxybacillus; s__	0.9
ESV_17577.1490	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Flavobacteriaceae;  g__Antarcticibacterium; s__	0.8
ESV_17586.1491	k__Bacteria;  p__Nitrospirota;  c__Thermodesulfovibrionia; o__; f__; g__; s__	1.0
ESV_17620.1403	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Prevotellaceae;  g__Prevotellaceae_NK3B31_group; s__	1.0
ESV_17634.1492	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Oceanospirillales;  f__Saccharospirillaceae;  g__Oleispira; s__	0.7
ESV_17674.1504	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria; o__; f__; g__; s__	0.8
ESV_17705.1450	k__Bacteria;  p__Acidobacteriota;  c__Blastocatellia;  o__Blastocatellales;  f__Blastocatellaceae; g__; s__	0.6
ESV_17728.1450	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Puniceispirillales;  f__SAR116_clade; g__; s__	0.7
ESV_17786.1461	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria	1.0
ESV_17790.1449	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Puniceispirillales;  f__SAR116_clade; g__; s__	1.0
ESV_17791.1447	k__Bacteria;  p__Cyanobacteria;  c__Cyanobacteriia;  o__Chloroplast; f__; g__; s__	1.0
ESV_17809.1479	k__Bacteria;  p__Campilobacterota;  c__Campylobacteria;  o__Campylobacterales;  f__Arcobacteraceae	1.0
ESV_17828.1496	k__Bacteria;  p__Bacteroidota;  c__Ignavibacteria;  o__Ignavibacteriales;  f__Melioribacteraceae;  g__IheB3-7; s__	1.0
ESV_17843.1554	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Aeromonadales;  f__Aeromonadaceae;  g__Aeromonas; s__	1.0
ESV_17874.1400	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__NK4A214_group; s__	1.0
ESV_17879.1479	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Oceanospirillales;  f__Endozoicomonadaceae;  g__Endozoicomonas; s__	1.0
ESV_17880.1464	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcaceae;  g__Paeniclostridium	0.6
ESV_17894.1502	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Bacillus;  s__Bacillus_horikoshii	0.6
ESV_17895.1441	k__Bacteria;  p__Bdellovibrionota;  c__Bdellovibrionia;  o__Bdellovibrionales;  f__Bdellovibrionaceae;  g__Bdellovibrio; s__	1.0
ESV_17905.1501	k__Bacteria;  p__Chloroflexi;  c__Anaerolineae;  o__Anaerolineales;  f__Anaerolineaceae; g__; s__	1.0
ESV_17909.1514	k__Bacteria;  p__Chloroflexi;  c__Anaerolineae;  o__Caldilineales;  f__Caldilineaceae; g__; s__	1.0
ESV_17914.1506	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Xanthomonadales;  f__Xanthomonadaceae;  g__Thermomonas; s__	0.9
ESV_17937.1513	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Bacillus; s__	1.0
ESV_17974.1404	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__ASF356; s__	1.0
ESV_18007.1507	k__Bacteria;  p__Acidobacteriota;  c__Vicinamibacteria;  o__Vicinamibacterales;  f__Vicinamibacteraceae; g__; s__	1.0
ESV_18021.1465	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcaceae;  g__Paeniclostridium; s__	0.6
ESV_18083.1391	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnoclostridium; s__	0.6
ESV_18092.1404	k__Bacteria;  p__CK-2C2-2; c__; o__; f__; g__; s__	1.0
ESV_18116.1516	k__Bacteria;  p__Acidobacteriota;  c__Vicinamibacteria;  o__Vicinamibacterales; f__; g__; s__	1.0
ESV_18125.1507	k__Bacteria;  p__Acidobacteriota;  c__Vicinamibacteria;  o__Vicinamibacterales;  f__Vicinamibacteraceae; g__; s__	1.0
ESV_18157.1454	k__Bacteria;  p__Acidobacteriota;  c__Acidobacteriae;  o__Acidobacteriales;  f__Acidobacteriaceae_Subgroup_1;  g__Occallatibacter; s__	0.9
ESV_18207.1532	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Bacillus; s__	1.0
ESV_18227.1514	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae;  g__Christensenellaceae_R-7_group; s__	1.0
ESV_18243.1479	k__Bacteria;  p__Acidobacteriota;  c__Subgroup_5; o__; f__; g__; s__	1.0
ESV_18275.1457	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Prevotellaceae;  g__Alloprevotella; s__	1.0
ESV_18303.1346	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Propionibacteriaceae;  g__Cutibacterium; s__	1.0
ESV_18360.1336	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Faecalibacterium; s__	1.0
ESV_18374.1381	k__Bacteria;  p__Cyanobacteria;  c__Vampirivibrionia;  o__Gastranaerophilales; f__; g__; s__	1.0
ESV_18385.1391	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Exiguobacterales;  f__Exiguobacteraceae;  g__Exiguobacterium; s__	1.0
ESV_18427.1407	k__Bacteria;  p__Acidobacteriota;  c__Blastocatellia;  o__Pyrinomonadales;  f__Pyrinomonadaceae;  g__RB41; s__	0.9
ESV_18433.1488	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Flavobacteriaceae;  g__Winogradskyella; s__	0.8
ESV_18452.1387	k__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Planctomycetales	1.0
ESV_18457.1389	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Blautia; s__	0.6
ESV_18471.1362	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcaceae;  g__Romboutsia	1.0
ESV_18482.1521	k__Bacteria;  p__Nitrospirota;  c__Leptospirillia;  o__Leptospirillales;  f__Leptospirillaceae;  g__Leptospirillum	1.0
ESV_18483.1372	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Staphylococcales;  f__Staphylococcaceae;  g__Staphylococcus; s__	0.9
ESV_18505.1394	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Ectothiorhodospirales;  f__Ectothiorhodospiraceae; g__; s__	0.9
ESV_18525.1400	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Bacteroidaceae;  g__Bacteroides; s__	1.0
ESV_18561.1345	k__Bacteria;  p__Chloroflexi;  c__Anaerolineae;  o__SBR1031; f__; g__; s__	1.0
ESV_18565.1366	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Corynebacteriales;  f__Mycobacteriaceae;  g__Mycobacterium; s__	0.6
ESV_18569.1439	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__SAR11_clade;  f__Clade_I;  g__Clade_Ia; s__	1.0
ESV_18583.1439	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__SAR11_clade;  f__Clade_I;  g__Clade_Ib; s__	1.0
ESV_18589.1335	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Amb-16S-1323; g__; s__	0.9
ESV_18590.1429	k__Bacteria;  p__Fusobacteriota;  c__Fusobacteriia;  o__Fusobacteriales;  f__Fusobacteriaceae;  g__Fusobacterium;  s__Fusobacterium_necrophorum	0.9
ESV_18597.1494	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Comamonadaceae;  g__Limnohabitans; s__	0.8
ESV_18604.1501	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Comamonadaceae;  g__Rhodoferax; s__	1.0
ESV_18611.1356	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Weeksellaceae;  g__Cloacibacterium;  s__Cloacibacterium_normanense	0.7
ESV_18615.1347	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Weeksellaceae;  g__Cloacibacterium;  s__Cloacibacterium_normanense	1.0
ESV_18624.1345	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Weeksellaceae;  g__Cloacibacterium;  s__Cloacibacterium_normanense	0.9
ESV_18627.1531	k__Bacteria;  p__Firmicutes;  c__Desulfitobacteriia;  o__Desulfitobacteriales;  f__Desulfitobacteriaceae;  g__Desulfosporosinus; s__	1.0
ESV_18672.1372	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__UCG-005; s__	1.0
ESV_18676.1396	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Prevotellaceae;  g__Prevotellaceae_UCG-004; s__	1.0
ESV_18695.1392	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Dorea;  s__Dorea_longicatena	0.6
ESV_18740.1390	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Blautia; s__	0.6
ESV_18778.1486	k__Bacteria;  p__Acidobacteriota;  c__Subgroup_21; o__; f__; g__; s__	1.0
ESV_18794.1468	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria; o__; f__; g__; s__	0.7
ESV_18798.1365	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Micavibrionales; f__; g__; s__	0.9
ESV_18804.1511	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae;  g__Christensenellaceae_R-7_group; s__	1.0
ESV_18809.1510	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae;  g__Christensenellaceae_R-7_group; s__	1.0
ESV_18830.1463	k__Bacteria;  p__Acidobacteriota;  c__Acidobacteriae;  o__Acidobacteriales;  f__Acidobacteriaceae_Subgroup_1;  g__Granulicella; s__	0.8
ESV_18842.1386	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__NK4A214_group; s__	0.9
ESV_18902.1462	k__Bacteria;  p__Cyanobacteria;  c__Cyanobacteriia;  o__Chloroplast; f__; g__; s__	0.8
ESV_18952.1438	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Cytophagales;  f__Hymenobacteraceae;  g__Hymenobacter; s__	1.0
ESV_18974.1370	k__Bacteria;  p__Firmicutes;  c__Thermoanaerobacteria;  o__Thermoanaerobacterales;  f__Family_III;  g__Thermoanaerobacterium	1.0
ESV_18996.1396	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__F082; g__; s__	1.0
ESV_19013.1389	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Fusicatenibacter; s__	0.6
ESV_19028.1470	k__Bacteria;  p__Synergistota;  c__Synergistia;  o__Synergistales;  f__Synergistaceae;  g__Thermovirga	0.6
ESV_19033.1438	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__SAR11_clade;  f__Clade_I;  g__Clade_Ia; s__	1.0
ESV_19059.1473	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Flavobacteriaceae;  g__NS4_marine_group; s__	1.0
ESV_19064.1474	k__Bacteria;  p__Acidobacteriota;  c__Acidobacteriae;  o__Acidobacteriales; f__; g__; s__	1.0
ESV_19185.1525	k__Bacteria;  p__Acidobacteriota;  c__Blastocatellia;  o__Pyrinomonadales;  f__Pyrinomonadaceae;  g__RB41; s__	1.0
ESV_19188.1515	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Bacillus; s__	1.0
ESV_19200.1501	k__Bacteria;  p__Acidobacteriota;  c__Acidobacteriae;  o__Subgroup_2; f__; g__; s__	1.0
ESV_19201.1439	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__SAR11_clade;  f__Clade_I;  g__Clade_Ib; s__	0.8
ESV_19217.1347	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Propionibacteriaceae;  g__Cutibacterium; s__	1.0
ESV_19251.1439	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__SAR11_clade;  f__Clade_I;  g__Clade_Ia; s__	0.6
ESV_19269.1456	k__Bacteria;  p__Acidobacteriota;  c__Acidobacteriae;  o__Acidobacteriales; f__; g__; s__	1.0
ESV_19274.1379	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae	0.7
ESV_19280.1390	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Fusicatenibacter	1.0
ESV_19285.1314	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Tistrellales;  f__Geminicoccaceae;  g__Ca_Alysiosphaera; s__	1.0
ESV_19301.1408	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Enterobacterales;  f__Enterobacteriaceae;  g__Escherichia-Shigella; s__	1.0
ESV_19304.1399	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Holdemanella	1.0
ESV_19342.1523	k__Bacteria;  p__Firmicutes;  c__Desulfotomaculia;  o__Desulfotomaculales;  f__Desulfofarcimen;  g__Desulfofarcimen_acetoxidans_DSM_771; s__	0.6
ESV_19345.1391	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__F082; g__; s__	1.0
ESV_19381.1405	k__Bacteria;  p__Patescibacteria;  c__Microgenomatia;  o__Ca_Pacebacteria; f__; g__; s__	1.0
ESV_19389.1469	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria; o__; f__; g__; s__	1.0
ESV_19404.1518	k__Bacteria;  p__Desulfobacterota;  c__Desulfobulbia;  o__Desulfobulbales;  f__Desulfocapsaceae; g__; s__	1.0
