#OTU ID	16SAMP-2340	16SAMP-2589	16SAMP-2643	16SAMP-3459	16SAMP-3460	16SAMP-3463	16SAMP-4077	16SAMP-4081	16SAMP-4598	16SAMP-4601	MQ180605-111	MQ180605-112	MQ180605-113	MQ180605-114	MQ180605-115	MQ180605-116	MQ180605-117	MQ180605-118	MQ180605-119	MQ180605-120	MQ180605-121	MQ180605-122	MQ180605-123	MQ180605-124	MQ180605-125	MQ180605-126	MQ180605-127	MQ180605-128	MQ180605-129	MQ180605-130	MQ180605-131	MQ180605-132	MQ180605-133	MQ180605-134	MQ180605-135	MQ180605-136	MQ180605-137	MQ180605-138	MQ180605-139	MQ180605-140	MQ180605-141	MQ180605-142	MQ180605-143	MQ180605-144	MQ180605-145	MQ180605-146	MQ180605-147	MQ180605-148
ASV381	38	288	9	87	21	49	35	3	18	53	35	58	46	55	24	138	51	28	18	67	21	51	43	1	26	34	41	79	29	54	41	42	72	146	8	149	41	74	61	137	205	191	126	100	69	29	0	23
ASV14662	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1
ASV4837	6	11	1	0	0	1	0	3	11	5	1	9	7	13	9	9	6	3	4	1	4	8	2	0	2	11	6	11	2	6	1	5	0	1	0	1	0	4	0	0	0	0	1	0	0	0	0	0
ASV1757	15	32	3	2	1	1	0	6	71	22	4	23	23	36	60	26	24	22	12	11	9	29	34	0	10	20	28	22	19	18	12	17	1	6	0	4	1	2	4	2	0	2	3	1	0	0	0	3
ASV3438	9	8	0	0	0	0	1	0	3	13	0	31	3	17	0	0	4	6	12	8	0	1	2	1	12	0	5	7	5	7	15	19	2	0	0	11	1	0	0	0	0	0	0	1	0	0	0	0
ASV3322	11	0	0	0	0	0	0	0	0	0	0	1	96	41	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	53	0	0	45	0	0	0
ASV8946	2	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	14	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2193	38	9	82	0	0	0	0	0	15	25	0	19	34	6	0	49	12	5	5	11	1	0	1	0	6	22	9	18	0	44	1	72	0	0	0	1	11	0	6	0	0	1	5	0	2	0	0	0
ASV9307	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	5	0	2	0	1	1	0	0	0	3	0	0	1	2	2	0	2	0	2	0	1	0	0	0	1	9	1	0	0	0	2
ASV4230	32	0	0	0	0	0	0	7	0	22	0	1	0	0	0	0	1	5	1	2	0	17	0	0	0	0	22	1	16	0	37	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
ASV5675	8	8	0	0	1	1	0	0	10	4	0	3	6	1	6	4	7	3	2	6	3	11	5	0	3	5	3	10	3	5	1	1	0	1	0	1	1	1	2	0	0	1	1	0	0	0	0	1
ASV6192	2	3	0	0	0	0	0	0	0	0	1	6	3	9	0	0	1	1	0	2	0	6	4	1	15	0	3	0	1	5	10	4	5	1	1	0	1	1	2	13	1	4	2	0	0	0	0	1
ASV2366	17	89	3	0	0	0	0	9	3	0	1	0	1	27	0	0	1	7	0	16	22	18	17	0	34	0	20	0	24	18	12	74	0	1	0	0	3	0	0	2	0	0	5	0	0	2	0	3
ASV447	7	46	0	0	4	0	10	0	0	64	265	3	60	74	1	5	2	399	0	1	0	0	1	9	0	3	0	3	3	1	115	1431	1	110	0	3	49	1	0	0	0	48	0	3	21	8	0	0
ASV9207	4	6	0	0	0	0	0	0	2	0	1	1	1	2	1	2	7	1	2	0	0	1	3	0	2	1	4	1	0	2	3	0	0	2	0	1	2	6	0	0	0	0	0	0	0	0	0	0
ASV2849	3	0	0	0	0	0	0	0	0	0	0	8	32	38	0	0	1	29	0	2	28	0	14	2	8	0	36	2	73	2	0	5	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV420	31	530	0	24	0	0	12	6	0	139	0	74	15	5	128	311	214	8	1	78	32	0	0	1	9	98	12	1	2	15	4	243	1	9	3	221	40	115	8	78	2	2	169	36	6	5	0	36
ASV9457	6	0	0	0	0	2	0	0	0	0	1	1	1	1	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	1	1	1	4	1	0	0	0	0	4	6	3	2	0	0	3	0	0	1
ASV2415	32	65	0	1	0	0	0	0	1	2	3	2	0	3	2	1	1	8	0	8	4	193	1	2	0	0	73	0	8	9	5	27	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV3152	11	16	2	7	3	0	0	13	19	12	5	5	6	8	2	12	18	9	0	14	9	9	9	0	5	0	37	2	9	10	11	3	4	2	0	4	5	10	7	7	4	5	0	2	5	0	0	2
ASV15756	3	3	0	1	1	0	1	0	1	1	1	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	4	0	1	2	2	0	1	1	0	0	0
ASV1326	3	1	7	26	0	0	18	2	1	152	0	91	0	2	50	39	84	21	17	1	0	0	1	0	5	89	16	38	4	30	13	0	4	13	0	140	3	43	5	9	10	0	0	8	0	5	0	38
ASV5313	2	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	1	1	0	3	0	0	0	0	3	0	0	0	2	0	14	0	0	0	1	0	1	0	0	0	1	0	0
ASV5502	4	0	0	0	0	0	0	0	0	3	0	6	1	0	7	6	0	1	4	6	4	2	5	0	11	1	3	22	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV1524	26	0	0	4	0	1	1	1	0	5	0	9	118	15	0	7	0	57	1	0	5	0	28	0	6	37	9	59	36	0	95	13	20	11	1	3	10	0	18	2	1	4	0	2	24	23	0	1
ASV1466	3	24	0	0	0	0	1	9	1	17	0	0	1	0	1	0	3	4	0	2	1	12	0	0	0	2	3	0	5	5	13	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ASV1844	19	89	22	1	0	2	4	5	45	36	53	49	18	27	18	4	28	12	16	18	10	4	12	0	20	12	16	15	6	13	12	4	5	0	0	8	0	2	3	7	0	1	5	2	4	1	0	1
ASV3083	7	24	7	0	0	0	0	4	6	12	5	0	1	0	0	5	42	17	10	15	2	77	1	0	0	1	9	0	2	7	33	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV2496	8	12	10	0	0	4	3	1	40	0	23	18	28	27	12	0	0	32	1	19	14	21	8	1	21	0	26	0	17	4	4	2	0	4	0	3	5	1	1	1	0	7	20	0	14	0	0	0
ASV7967	3	3	0	2	0	0	1	2	0	3	1	1	0	1	1	1	5	0	0	1	3	5	1	0	0	1	11	2	1	1	0	3	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0
ASV7123	10	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	4	2	0	0	11	7	3	0	5	0	0	0	0	2	2	4	0	0	0	0	0	5	0	0
ASV695	38	327	26	5	25	0	1	4	8	45	14	38	102	49	33	35	200	33	5	58	73	104	59	2	23	35	138	31	28	121	86	172	0	0	0	4	2	26	0	2	3	0	5	3	2	0	0	1
ASV4441	4	19	2	2	0	0	1	5	9	6	2	7	6	6	13	3	14	6	3	7	4	4	9	0	1	2	4	15	2	9	5	3	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	1
ASV5916	3	0	0	0	0	0	0	1	0	0	0	1	9	24	3	0	1	11	0	25	0	3	5	0	3	0	4	4	17	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0
ASV626	16	67	17	22	1	1	76	1	19	216	109	183	7	1	88	132	136	8	17	53	18	3	14	2	14	128	7	58	2	110	128	7	2	1	8	172	14	34	4	24	3	1	96	45	4	74	0	70
ASV471	26	53	13	54	0	4	12	8	60	105	41	97	1	48	57	102	107	50	101	70	74	98	33	0	15	95	75	58	50	137	233	53	57	28	3	62	4	10	77	25	24	12	58	65	1	109	0	92
ASV5077	17	0	0	0	0	0	0	2	1	18	0	8	12	6	0	0	3	0	5	2	0	0	1	0	5	0	3	2	0	12	3	9	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ASV5992	7	4	0	1	0	2	2	0	1	0	6	0	1	3	2	4	3	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	4	2	2	0	0	2	14	2	8	3	0	1	2	0	3
ASV3847	15	52	0	20	1	4	1	3	3	18	2	10	2	4	2	3	10	2	1	12	9	18	5	1	8	2	28	2	6	13	8	5	2	3	0	7	4	8	6	5	0	4	13	17	7	2	0	0
ASV7506	2	6	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	10	0	7	1	6	2	0	2	0	14	2	5	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV7627	3	2	1	0	0	0	0	1	2	4	0	1	3	4	1	1	3	2	1	2	1	5	2	0	1	1	5	2	1	0	1	2	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
ASV1163	28	103	8	7	5	12	16	4	36	71	15	23	5	10	32	19	45	10	5	40	26	9	15	0	5	14	30	16	17	42	32	11	17	25	2	39	10	32	39	28	30	12	48	27	8	14	0	53
ASV1579	28	73	21	0	0	0	3	2	22	34	17	82	32	23	4	0	44	57	0	40	20	6	88	0	29	0	24	17	2	107	2	41	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0
ASV7096	2	4	0	1	0	0	1	0	0	5	7	0	0	0	0	7	3	0	0	2	2	0	2	0	0	1	0	1	1	0	0	23	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
ASV5501	2	1	0	0	0	1	0	0	1	0	4	0	10	15	0	0	0	1	8	0	0	0	0	0	3	0	0	21	8	1	0	0	8	0	0	0	1	0	4	1	0	13	0	0	3	0	0	0
ASV1230	22	0	0	0	0	38	7	0	58	47	0	115	4	19	6	79	4	30	14	4	11	0	5	0	7	35	6	158	0	0	8	0	0	35	0	123	24	1	15	11	10	32	0	5	2	5	0	16
ASV2863	12	57	31	0	0	0	0	5	25	4	0	1	8	10	0	0	1	39	0	3	28	12	38	1	12	0	9	0	5	4	2	11	6	8	0	0	9	0	9	8	0	0	3	0	2	0	0	0
ASV9473	2	13	0	2	0	1	1	0	1	1	0	0	1	0	1	0	9	0	0	0	0	2	0	0	0	0	0	2	0	1	3	1	1	1	0	2	0	1	0	1	0	1	5	0	0	0	0	0
ASV10350	3	1	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	7	0	0	0	0	0	0	1	0	0	5	0	0	6	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV2430	13	37	0	11	2	2	0	19	7	6	7	0	2	3	10	0	32	7	1	55	4	19	16	0	6	1	32	13	0	10	3	0	2	5	0	0	0	1	24	9	0	2	18	2	1	1	0	0
ASV358	33	65	24	1	0	2	9	15	102	449	103	197	68	252	73	25	33	375	98	113	96	90	77	3	239	132	82	194	139	120	111	151	5	25	0	9	18	0	9	0	5	31	23	5	16	1	0	6
ASV4933	5	3	23	0	0	0	0	0	36	0	0	1	17	5	3	0	0	2	1	16	9	3	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	4	1	0	2	1	0	2
ASV918	27	290	164	0	0	0	0	2	4	0	2	106	66	129	48	7	48	10	11	1	4	2	3	0	2	85	13	30	23	112	27	0	3	0	3	8	5	0	1	0	0	1	62	1	7	0	0	3
ASV4165	7	18	1	1	0	1	0	1	0	9	27	3	1	2	0	5	10	0	1	5	6	8	4	0	5	1	16	1	4	8	8	6	1	1	0	1	2	4	0	5	7	2	3	1	0	0	0	3
ASV1712	9	0	0	2	0	0	4	0	105	9	0	131	6	0	91	37	3	9	0	0	0	0	0	0	9	58	25	0	1	34	26	0	1	0	2	29	3	13	5	2	0	3	0	2	3	4	0	0
ASV3995	13	0	0	0	0	0	4	0	5	7	0	27	56	29	23	16	1	8	0	2	0	0	1	0	10	0	4	0	13	9	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV3293	2	0	33	0	0	2	2	0	52	0	0	3	0	0	0	0	0	3	1	0	4	1	0	0	0	8	0	8	51	15	0	6	25	1	0	7	13	0	24	0	0	6	0	4	0	0	0	1
ASV1719	14	38	2	8	7	10	8	5	16	33	3	14	3	3	6	19	23	1	0	24	7	7	5	0	5	3	15	3	5	24	18	11	17	23	2	37	3	29	25	27	44	4	21	14	10	6	2	40
ASV1446	14	17	1	11	1	12	1	1	12	8	24	11	9	14	1	7	9	2	0	23	3	4	4	0	8	1	11	0	11	17	9	9	63	20	3	66	11	6	44	79	26	70	4	6	16	4	0	3
ASV8190	3	10	0	0	0	0	0	0	0	3	0	1	0	0	2	10	0	1	3	0	0	0	0	0	0	3	5	15	3	4	5	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
ASV1861	11	1	10	0	0	2	2	5	135	36	13	26	11	50	3	52	29	56	13	13	39	48	13	0	7	12	26	4	16	2	2	4	0	2	0	7	1	0	0	5	1	2	2	2	3	1	0	0
ASV223	15	371	183	42	0	17	20	2	214	402	157	277	6	17	466	228	351	29	382	145	68	3	5	2	14	676	21	294	5	139	454	104	0	4	11	108	5	83	2	19	49	30	112	70	1	184	1	165
ASV2091	20	43	7	0	0	0	0	1	18	19	17	11	42	26	25	2	32	11	22	38	8	32	18	1	25	12	25	11	4	5	4	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV8344	2	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0	6	3	0	0	0	0
ASV3663	3	17	54	0	0	0	0	2	0	2	3	5	21	8	2	0	3	11	3	17	7	22	11	1	4	1	0	6	0	1	15	13	1	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0
ASV12210	11	3	0	3	0	1	0	0	0	2	0	1	0	1	1	1	3	1	1	0	4	3	2	0	0	0	8	0	1	0	1	3	0	2	0	0	0	9	1	6	6	1	0	8	0	0	0	3
ASV9023	1	1	0	0	0	0	0	0	2	5	0	0	2	1	0	0	0	1	1	0	0	0	1	0	2	0	1	1	0	2	1	4	0	0	0	0	1	0	0	0	0	0	2	2	1	0	0	1
ASV2897	3	4	0	1	0	0	0	2	1	0	0	1	68	11	0	0	0	0	7	41	0	2	0	0	1	0	5	61	0	2	14	2	0	1	0	0	7	0	5	14	2	6	24	1	39	8	0	1
ASV4408	2	4	2	0	0	0	1	0	0	0	6	0	0	0	0	9	0	7	10	2	0	0	0	1	0	0	0	16	33	9	23	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2269	15	19	0	0	0	0	0	0	3	6	1	15	42	27	4	10	15	20	1	55	43	57	9	0	4	0	1	28	4	10	9	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0
ASV11927	1	1	0	0	0	0	0	0	2	8	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0
ASV3604	9	11	0	0	0	0	0	9	15	0	21	0	5	2	17	9	31	11	0	10	8	7	4	0	1	0	1	8	3	1	26	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8288	17	1	0	4	0	0	0	0	0	0	0	1	0	0	1	1	4	2	0	0	0	3	0	0	1	0	2	0	1	6	0	1	1	0	0	0	0	0	6	1	0	1	1	1	0	0	0	0
ASV2702	4	2	13	1	0	0	1	0	0	5	0	28	15	38	0	0	0	1	0	2	0	0	1	0	10	1	3	14	0	65	0	6	0	0	0	11	17	0	8	13	0	61	0	2	14	0	0	3
ASV7994	6	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1	13	0	0	0	0	1	0	0	2	1	32	1	3	2	0	0	0	1	0	1	0	0	5	2	0	0	0	0	0	0	0	0
ASV11193	2	3	0	0	1	0	1	2	9	5	0	3	4	0	1	2	6	3	0	0	0	4	5	0	2	4	5	6	2	0	1	3	0	2	0	2	2	2	0	0	2	1	1	1	1	0	0	1
ASV14134	3	1	0	0	0	0	0	1	10	1	1	1	1	1	1	0	5	0	1	1	1	0	1	0	0	2	6	2	1	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ASV2602	19	22	0	3	0	3	2	2	3	7	3	4	4	2	3	12	14	8	1	4	3	12	4	1	4	2	16	4	74	7	9	8	78	6	1	8	7	1	8	8	2	8	12	5	4	0	0	1
ASV2327	8	17	1	6	9	3	2	9	23	17	11	6	7	5	11	7	32	6	2	7	12	9	2	0	1	1	31	2	7	10	14	5	0	4	0	40	4	26	1	3	9	5	2	20	13	0	0	2
ASV7905	3	3	0	2	1	1	0	2	16	4	1	5	2	6	6	1	1	0	0	1	0	3	1	0	1	2	1	5	1	0	0	1	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3
ASV2452	22	0	0	0	0	0	0	2	0	0	0	1	156	25	0	0	0	1	0	0	0	0	1	0	0	0	6	0	0	16	112	0	0	0	0	0	1	1	25	0	0	2	0	0	8	31	0	0
ASV3376	1	3	1	2	0	0	3	2	6	19	2	21	0	3	11	12	38	1	6	1	18	2	4	0	8	15	6	34	4	1	4	4	1	1	0	2	2	2	0	1	0	2	0	1	0	1	0	2
ASV1310	11	95	0	17	1	36	10	11	14	26	22	25	16	68	21	30	56	20	7	52	45	37	27	2	38	5	36	22	63	23	23	22	29	10	1	45	13	29	32	102	12	52	10	21	22	4	0	0
ASV8330	2	0	1	0	0	0	0	0	0	0	0	4	7	14	0	0	0	3	0	0	0	0	8	0	3	0	0	0	13	1	0	0	2	2	0	1	0	0	0	2	0	2	0	0	0	0	0	0
ASV16176	13	9	6	4	0	0	1	0	45	159	27	0	0	0	2	13	0	0	5	0	0	0	0	0	0	19	1	1	3	2	7	8	2	1	0	0	0	0	4	0	0	0	0	1	0	1	0	4
ASV5459	5	12	0	2	0	1	0	1	2	6	2	2	0	3	1	5	3	0	1	5	6	4	5	0	1	0	8	1	5	4	5	2	0	0	0	3	0	13	0	4	3	0	1	0	0	0	0	1
ASV8696	1	7	0	2	0	0	0	0	1	2	1	1	0	0	0	0	3	0	0	1	0	0	1	0	0	1	4	1	0	5	0	1	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	1
ASV6878	4	4	0	0	1	0	0	0	0	0	5	7	1	1	0	3	2	2	0	1	31	3	1	0	0	0	4	1	9	0	0	0	0	1	0	0	3	0	0	2	1	2	1	0	1	0	0	0
ASV3235	7	1	0	0	0	0	0	4	0	8	1	0	10	4	0	0	1	9	1	0	0	1	0	0	1	0	196	0	2	0	1	6	0	4	0	0	0	0	17	1	0	2	0	0	1	0	0	0
ASV853	34	117	1	0	1	3	4	27	203	203	1	11	1	11	11	87	122	34	48	95	40	0	33	1	28	26	50	7	3	69	81	59	0	0	0	1	3	0	1	0	0	0	0	9	0	2	0	2
ASV2700	14	73	2	2	1	0	1	43	3	4	7	8	1	5	2	5	33	7	0	23	9	3	3	0	4	2	20	0	12	10	13	7	11	6	2	15	7	5	12	5	0	2	23	6	0	11	0	8
ASV1895	11	19	25	1	0	0	1	0	20	16	1	12	0	0	50	12	86	2	71	2	0	0	0	0	4	29	0	79	0	21	12	37	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	3
ASV7894	1	1	0	0	1	0	1	1	1	0	0	4	4	1	0	0	2	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	3	0	2	2	1	4	1	7	2	2	2	2	0	0	1
ASV1306	10	46	0	0	0	0	0	7	38	32	0	34	69	24	13	3	16	57	5	80	23	51	16	2	113	23	84	20	47	34	14	0	7	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0
ASV1632	7	82	60	0	0	0	2	2	0	4	44	22	18	2	3	4	28	28	11	92	3	166	30	0	0	0	7	2	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV2641	7	4	0	0	0	4	0	1	1	0	46	1	11	27	0	0	0	9	0	6	0	0	4	0	9	0	6	65	17	5	0	0	20	6	1	1	13	0	0	9	1	32	3	0	9	0	0	0
ASV1773	35	3	28	0	0	1	0	1	24	0	1	2	49	74	1	0	1	81	1	0	3	27	99	1	88	0	22	0	38	1	0	0	2	7	0	0	9	0	1	2	0	2	0	0	4	0	0	0
ASV10045	2	0	0	1	0	0	0	1	3	4	0	0	0	0	1	0	4	0	0	0	1	0	1	0	0	1	8	0	1	2	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
ASV943	32	81	124	4	0	25	2	2	126	22	65	85	19	50	1	0	18	32	8	23	10	11	33	0	6	2	30	53	15	21	8	8	21	56	0	138	28	0	33	25	4	47	63	1	8	5	0	1
ASV2600	4	4	0	0	0	0	0	3	0	0	50	5	2	3	1	21	0	4	2	11	7	1	0	0	0	2	2	13	3	16	5	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5090	3	6	3	0	0	0	1	0	16	1	4	1	21	5	0	0	1	4	0	6	0	1	1	0	5	0	3	4	6	0	1	7	7	0	0	0	5	0	0	7	0	2	2	0	2	1	0	2
ASV4998	6	9	0	0	0	0	0	0	1	0	1	2	6	2	16	3	0	1	3	1	0	4	1	0	0	1	0	0	0	0	52	0	0	0	0	0	0	2	0	0	0	0	6	0	0	1	0	1
ASV2043	16	14	6	5	3	0	0	47	33	17	0	8	4	8	184	1	44	28	3	7	23	18	23	0	22	3	15	9	2	12	40	37	2	0	0	0	1	0	5	6	0	0	2	2	0	1	0	2
ASV8787	6	3	0	0	0	1	0	0	0	5	0	1	2	1	1	0	7	0	0	2	0	0	2	0	0	0	5	1	0	1	3	1	1	4	0	0	2	1	0	1	0	0	9	2	0	0	0	5
ASV5961	1	2	1	2	1	0	0	2	14	12	1	6	3	2	10	6	5	3	1	1	3	3	4	0	3	4	8	10	2	2	4	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1
ASV3640	27	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	1	122	1	0	1	0	0	0	0	0	1
ASV5683	6	6	3	1	0	0	0	5	0	6	1	4	0	0	0	8	5	1	1	2	1	11	2	0	0	0	20	1	2	3	11	4	1	0	0	2	0	0	4	1	0	0	0	2	0	0	0	1
ASV10006	5	8	0	0	0	0	0	1	2	2	0	2	3	2	5	2	2	0	0	5	0	3	1	0	2	0	6	0	3	1	3	2	1	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0
ASV2838	7	31	5	0	0	1	3	2	3	9	10	7	1	0	0	0	9	0	0	40	9	5	0	1	10	0	3	3	0	7	13	10	1	2	3	13	3	0	5	26	0	0	21	2	3	6	0	17
ASV2291	2	1	0	0	0	0	1	12	54	82	12	19	8	31	22	0	20	44	9	7	18	15	6	1	17	5	29	45	9	3	13	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8235	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	38	0	0	0	0	1	0	0	0	0	1	0	0	0	3	4	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0
ASV4306	3	3	10	0	0	0	2	15	0	17	8	16	2	4	0	0	11	7	0	18	7	6	13	0	4	0	7	4	2	3	8	14	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
ASV4567	28	4	0	1	3	0	1	0	0	5	8	3	0	2	0	11	1	18	0	4	8	0	0	0	0	0	1	3	0	0	4	2	0	9	0	4	0	1	4	0	0	1	6	0	0	0	0	0
ASV668	12	6	61	39	0	4	15	11	339	562	16	93	2	124	58	62	71	112	55	4	11	34	0	1	10	295	9	7	3	12	54	14	5	1	0	8	2	0	31	13	0	0	4	2	0	10	0	39
ASV1233	38	97	3	3	4	31	13	6	2	18	24	14	9	34	10	29	31	17	2	44	20	39	38	0	14	1	45	3	29	33	25	15	12	16	1	42	35	38	5	13	16	118	33	32	19	4	0	9
ASV1258	6	23	1	20	6	15	21	6	3	13	8	11	1	3	9	22	13	3	5	15	4	3	5	0	2	7	10	14	4	24	15	7	31	26	1	55	17	48	38	31	85	32	32	43	17	14	0	19
ASV457	20	187	53	19	2	14	43	1	79	421	0	83	103	0	34	32	187	41	108	86	41	4	29	1	2	24	14	40	9	2	51	59	17	84	3	152	51	9	12	11	126	6	99	135	36	45	1	135
ASV5002	4	11	1	0	0	0	0	0	2	14	0	11	1	0	8	2	15	0	0	10	2	3	4	0	2	1	10	0	2	11	8	2	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0
ASV14424	1	4	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	4	0	0	1	0	4	1	4	2	2	1	0	0
ASV1171	36	43	0	35	4	12	10	8	6	13	8	8	3	16	23	24	28	3	1	35	24	26	19	0	23	0	34	4	14	22	44	15	25	18	0	26	4	32	35	126	38	26	15	50	12	10	0	6
ASV5461	4	14	0	1	0	0	0	1	1	2	0	1	1	0	1	9	3	0	1	10	5	4	4	1	1	1	6	0	3	2	2	6	6	1	0	2	3	3	0	3	0	0	6	0	0	0	0	0
ASV2013	26	41	29	2	0	0	0	1	4	27	12	75	26	3	18	26	36	3	41	33	14	10	4	0	5	20	3	66	2	31	70	39	0	0	0	1	1	0	1	0	0	0	4	2	1	0	0	0
ASV14955	1	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	2	1	1	0	0	0	4	0	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0
ASV170	16	9	104	1	100	27	25	0	233	249	510	256	319	46	30	19	78	777	152	5	163	1	151	6	64	461	16	279	18	2	42	204	11	519	10	231	202	9	122	39	8	18	5	54	173	20	0	45
ASV15882	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	0	0	6	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3839	5	2	0	0	0	0	2	0	8	26	0	12	22	7	0	19	4	11	2	0	1	1	0	0	7	2	10	0	12	29	34	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV7648	3	5	1	0	1	1	0	3	20	12	0	7	1	4	4	0	11	6	4	2	5	8	7	0	2	5	15	9	7	2	2	0	0	16	0	2	0	5	0	1	4	2	1	4	0	0	0	1
ASV10359	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	7	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8213	5	6	0	0	0	0	0	2	0	6	4	1	0	2	1	1	8	1	0	3	0	3	2	0	0	1	9	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV3773	5	8	2	0	0	3	0	0	4	10	0	9	4	3	0	0	2	3	0	1	4	8	6	0	6	9	3	8	3	7	1	26	2	1	0	0	23	1	2	6	0	8	2	2	4	1	0	3
ASV1169	15	147	11	0	0	1	2	11	7	32	107	22	18	4	92	10	46	28	48	34	16	33	2	0	4	40	2	37	0	14	10	50	1	2	0	2	0	1	2	2	0	0	44	10	1	0	0	2
ASV6316	7	7	0	0	0	0	1	0	0	3	0	8	0	7	0	0	8	2	0	0	0	0	0	0	6	0	8	2	9	29	1	3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ASV5779	1	0	0	0	0	0	0	1	2	1	2	2	33	13	7	2	2	1	31	0	0	0	0	0	1	0	3	0	0	0	0	21	0	0	0	1	0	3	0	0	2	1	0	2	1	0	0	0
