#OTU ID	16SAMP-2340	16SAMP-2589	16SAMP-2643	16SAMP-3459	16SAMP-3460	16SAMP-3463	16SAMP-4077	16SAMP-4081	16SAMP-4598	16SAMP-4601	MQ180605-111	MQ180605-112	MQ180605-113	MQ180605-114	MQ180605-115	MQ180605-116	MQ180605-117	MQ180605-118	MQ180605-119	MQ180605-120	MQ180605-121	MQ180605-122	MQ180605-123	MQ180605-124	MQ180605-125	MQ180605-126	MQ180605-127	MQ180605-128	MQ180605-129	MQ180605-130	MQ180605-131	MQ180605-132	MQ180605-133	MQ180605-134	MQ180605-135	MQ180605-136	MQ180605-137	MQ180605-138	MQ180605-139	MQ180605-140	MQ180605-141	MQ180605-142	MQ180605-143	MQ180605-144	MQ180605-145	MQ180605-146	MQ180605-147	MQ180605-148
ASV207	233	628	179	1	0	4	1	81	486	126	0	186	62	354	8	2	198	332	32	99	155	310	176	10	295	22	408	3	107	97	111	321	10	4	0	6	7	2	0	13	1	2	10	10	3	5	0	10
ASV1050	37	36	27	0	0	9	1	6	404	11	1	62	49	18	4	19	29	1	0	78	5	0	7	1	37	0	18	33	0	40	2	42	0	3	0	37	14	1	0	19	1	20	3	1	13	0	0	32
ASV41	1093	34	7	301	1	2	13	301	11	24	28	7	19	1094	3194	23	22	46	24	11	6	22	13	0	57	79	928	66	791	2061	1285	20	536	15	0	20	604	1617	605	59	18	926	9	314	5	511	0	8
ASV23	1085	3209	65	199	223	195	213	553	358	529	247	481	178	279	436	381	2326	295	57	985	1221	1061	695	20	406	374	1643	332	684	755	881	754	104	567	16	810	348	1023	130	261	336	233	625	563	162	307	5	439
ASV37	810	3541	725	26	0	7	70	131	21	651	8	892	151	213	69	644	429	478	89	602	251	563	299	15	363	66	1001	174	255	729	486	1360	118	291	14	613	523	24	786	348	10	123	269	381	59	155	1	112
ASV12035	5	1	0	0	0	0	0	0	0	0	2	0	2	1	0	0	4	0	0	1	3	3	1	0	0	0	3	1	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	3	1	0	0	0
ASV158	5663	0	1	0	0	0	0	0	2	4	0	0	0	0	0	0	0	1	1	0	0	7	1	2	45	0	140	2	14	662	0	1	11	1	0	0	13	0	82	12	0	1	0	0	0	0	0	0
ASV413	169	49	23	1	2	108	14	17	231	7	13	21	83	132	0	5	10	160	1	68	17	33	127	3	97	1	60	22	129	55	4	29	129	197	7	27	326	1	129	118	1	153	118	2	56	1	1	35
ASV1	10377	65053	1123	2202	186	350	431	3657	9424	18154	16587	1847	7787	2614	10092	2633	4491	6223	7296	9323	415	1454	985	88	2689	4154	4362	5016	3177	2347	5986	5700	2668	3041	1033	1940	1792	3323	16949	1924	599	248	10653	1131	1464	1388	38	5039
ASV551	200	0	0	3	0	0	0	34	1	2	1	3	0	0	2	0	0	22	0	71	0	100	3	0	2	1	190	0	7	195	227	1	10	33	2	6	105	5	857	35	0	2	1	81	0	88	0	0
ASV901	187	70	6	16	5	4	2	2	70	26	75	75	66	167	44	57	97	23	44	42	54	86	52	1	67	31	208	18	105	16	18	12	10	26	0	28	14	158	10	23	14	3	6	0	1	0	0	2
ASV91	550	876	212	0	0	0	6	237	3	61	215	58	165	27	21	141	307	289	214	379	450	700	276	4	1	12	658	135	125	119	597	701	61	60	2	35	320	4	48	10	7	5	110	227	22	197	0	24
ASV548	103	96	14	0	0	0	0	39	157	241	2	148	130	42	100	59	170	75	91	121	59	199	99	3	47	74	196	52	0	31	95	92	1	0	0	2	0	0	0	2	0	0	0	0	0	3	0	1
ASV103	63	442	30	239	57	154	236	37	81	133	72	231	139	107	174	229	209	108	73	198	84	101	71	3	72	156	159	271	83	226	147	136	242	423	24	702	317	672	444	537	859	510	498	395	259	191	4	312
ASV6973	1	1	1	0	0	0	0	0	13	0	11	0	1	1	0	0	0	4	0	1	5	3	0	0	8	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV6	2539	572	294	1097	10	729	50	137	7836	1839	117	618	1064	2113	2565	1218	483	980	583	175	72	1208	67	14	476	2358	775	1734	723	1676	1418	90	916	557	8	956	1784	951	2720	392	167	841	40	850	346	397	10	1508
ASV30	343	3071	5789	8	0	0	10	245	1	217	476	23	23	31	1	5	18	520	2572	10	1	1	28	30	202	2	120	2356	16	3	46	3012	7	42	10	13	468	3	1027	89	29	0	283	2	2	2	1	162
ASV600	193	254	52	0	0	17	2	14	279	70	16	119	5	9	2	150	86	24	7	17	121	59	21	1	4	34	20	132	153	20	103	43	73	13	0	48	34	1	27	5	1	4	6	2	0	21	0	41
ASV1049	12	1	0	0	0	22	0	8	155	0	0	3	167	0	2	1	4	276	1	0	0	0	1	2	9	0	57	2	203	1	0	1	80	147	0	0	1	6	23	5	0	2	0	2	64	0	0	0
ASV6609	5	0	0	0	0	0	0	6	0	7	2	0	0	0	0	0	2	9	0	2	22	8	2	0	2	0	24	0	2	1	3	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0
ASV560	164	123	99	0	0	6	4	9	67	114	1	72	39	61	2	114	236	132	3	51	89	87	116	1	85	13	100	60	40	164	52	131	2	17	0	12	8	0	0	2	0	5	12	3	3	1	0	11
ASV2459	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	4	384	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	4	1	1	0	0	0	0	0
ASV1648	6	33	2	0	0	0	0	9	11	78	0	2	3	3	6	49	21	12	2	4	17	48	12	0	1	4	32	2	11	27	28	4	0	1	0	0	0	0	6	1	0	0	0	0	0	1	0	2
ASV395	276	713	0	2	0	8	29	0	7	221	0	0	4	0	17	62	1	10	26	6	52	154	6	2	1	38	16	2	52	2	74	11	103	40	0	8	129	18	155	4	8	0	8	517	1	43	0	180
ASV513	82	1421	0	16	0	7	0	29	84	40	46	15	64	21	46	125	105	77	4	49	2	11	12	2	68	146	13	16	5	74	38	159	6	16	1	8	32	3	29	35	1	4	20	14	9	8	0	3
ASV1508	53	18	1	0	0	0	1	26	1	2	47	1	1	5	6	4	3	146	0	0	4	0	164	1	13	2	98	14	21	2	0	95	0	7	0	1	0	0	3	0	0	0	2	0	0	0	0	0
ASV397	23	251	1	5	1	26	11	2	89	21	2	9	49	21	47	41	87	48	45	10	91	72	134	2	25	115	25	33	62	1	113	124	115	156	3	12	91	13	15	45	32	46	133	243	25	118	0	190
ASV3794	41	0	1	0	0	1	0	0	7	0	2	6	17	36	0	1	0	0	0	5	0	1	0	0	0	0	16	1	3	0	1	0	0	1	0	0	1	3	18	2	0	5	0	0	4	0	0	0
ASV1492	23	15	0	0	1	16	8	0	156	69	1	28	43	39	6	7	0	31	2	1	8	0	5	0	17	7	2	52	11	33	2	0	8	31	1	51	13	2	10	16	3	47	9	3	20	1	0	3
ASV81	384	349	369	9	2	40	22	168	433	1156	39	678	453	365	417	361	649	331	420	417	220	500	189	6	234	262	548	127	143	203	340	283	29	63	4	261	134	122	45	58	17	75	76	47	42	57	0	130
ASV2385	4	40	0	0	0	0	6	0	2	22	0	17	0	0	5	64	46	2	28	1	0	0	0	0	0	53	0	1	0	3	9	1	0	0	0	11	3	0	0	0	0	0	4	3	0	0	0	26
ASV46	399	1353	21	1553	155	106	29	81	568	94	68	77	267	161	284	71	393	315	769	423	65	137	789	5	179	87	221	1271	195	92	131	59	248	949	18	185	521	182	818	550	291	137	291	53	109	106	6	779
ASV739	34	244	49	1	0	4	16	3	12	51	0	97	2	4	4	54	108	4	55	78	17	1	4	1	1	24	26	27	6	67	122	114	1	2	3	110	44	6	35	1	8	5	85	23	1	41	1	53
ASV299	141	67	102	0	1	31	22	6	234	73	440	228	244	45	2	104	44	40	11	118	31	2	9	1	44	32	72	268	66	199	54	188	71	27	0	310	76	2	73	52	6	126	36	14	200	26	0	42
ASV851	81	76	0	0	0	0	0	0	2	3	2	0	1	6	0	3	0	8	0	0	0	3	0	0	12	0	90	0	37	1022	1	2	34	3	0	1	41	1	76	1	0	2	0	0	0	0	0	0
ASV871	65	185	9	16	4	22	16	12	23	53	32	65	16	79	39	50	94	20	6	95	91	87	63	1	60	11	88	37	37	42	39	38	33	5	2	34	10	66	38	27	15	32	14	22	8	1	0	6
ASV305	201	463	40	60	40	40	58	40	158	180	105	67	54	56	56	96	140	45	16	199	104	66	109	2	52	47	179	30	102	144	75	74	209	92	7	176	30	114	167	265	75	63	118	123	40	54	0	84
ASV218	110	222	23	30	18	29	47	4	227	158	7	124	229	191	161	47	174	144	64	189	132	63	196	1	70	99	144	139	56	90	201	37	61	252	5	233	89	62	86	197	60	163	241	121	87	159	2	255
ASV193	383	884	0	1	0	10	20	61	153	47	2	199	47	3	11	375	420	31	11	80	111	37	86	4	46	168	492	90	45	164	168	446	29	6	2	85	52	4	126	57	5	12	191	212	3	75	1	326
ASV275	345	68	29	4	1	18	9	15	390	68	5	98	132	60	2	1	9	191	3	104	136	187	319	3	232	1	347	10	194	67	2	5	202	118	0	69	69	2	208	299	6	23	17	3	62	3	0	2
ASV441	224	18	6	0	0	0	105	0	0	795	7	135	138	49	43	315	31	15	162	71	10	0	1	3	11	85	17	66	29	114	342	274	3	0	0	60	135	1	11	10	6	5	12	35	37	24	0	4
ASV90	1123	13	19	347	13	12	96	63	368	3213	122	7	438	76	116	53	15	226	9	9	6	4	2	4	709	97	635	8	438	114	126	16	288	119	3	7	66	70	1003	445	3	23	2	47	105	11	1	36
ASV11	360	432	153	56	2	87	139	128	5747	3456	350	2097	497	760	4178	323	1436	253	1949	158	97	25	50	3	279	1672	537	1995	156	849	905	11	68	2	5	191	92	28	46	88	5	8	237	11	27	129	3	320
ASV253	187	335	48	31	0	11	21	5	73	199	6	136	766	344	7	1	113	62	5	495	60	209	80	2	26	6	35	37	35	96	75	55	20	109	5	290	31	1	58	76	0	189	155	7	169	62	0	12
ASV294	107	332	121	4	1	57	15	35	511	50	999	172	102	71	219	7	91	120	15	143	49	110	110	2	141	20	70	21	149	39	130	34	23	36	3	66	40	56	8	28	4	9	24	134	44	34	0	45
ASV75	432	1205	192	15	2	42	13	285	3308	1301	81	895	246	677	714	1274	1936	632	319	554	581	943	626	16	632	644	1450	1427	852	727	657	507	59	25	1	176	54	48	23	42	8	17	60	24	4	49	2	110
ASV39	528	265	19	33	0	1	163	325	5	411	5	106	609	217	3	10	112	391	27	254	5	39	10	11	370	9	1971	340	29	582	411	384	18	247	8	89	1350	65	7229	689	1	178	54	254	236	108	3	201
ASV634	59	146	1	0	0	0	8	37	25	127	7	36	11	95	116	230	82	136	6	28	68	127	62	1	36	62	147	17	198	86	184	116	1	4	0	0	8	2	0	0	0	0	1	1	0	1	0	1
ASV52	569	2062	88	50	30	63	70	954	862	1205	265	497	656	544	554	1030	1194	466	163	457	412	617	369	14	308	623	1169	351	550	623	712	548	31	107	4	153	162	418	47	58	24	107	242	169	162	44	4	305
ASV1507	21	45	2	25	1	13	12	2	7	11	24	29	10	12	9	11	30	6	1	53	102	13	10	0	7	1	18	7	16	15	14	12	22	21	1	56	13	9	48	71	12	83	30	28	15	6	0	5
ASV13	1235	4343	182	119	112	147	107	1940	1844	2627	617	1185	1425	1172	1105	2209	2647	1026	323	994	959	1437	967	20	707	1231	2511	838	1176	1357	1410	1208	85	261	16	356	301	946	88	95	31	260	554	415	316	107	1	706
ASV793	21	126	79	16	5	4	4	4	29	9	279	44	22	37	8	2	16	21	20	68	8	34	19	1	13	4	14	89	32	52	43	34	88	52	31	125	59	12	91	66	16	37	65	20	9	79	0	40
ASV546	115	94	28	0	0	1	3	94	286	30	214	72	38	73	8	48	76	127	110	62	51	114	70	2	90	7	140	123	68	53	117	95	0	1	0	1	4	0	1	0	0	0	3	7	3	0	0	1
ASV597	2171	0	0	0	0	0	0	0	0	0	9	1	4	1	1	2	2	6	0	2	2	1	41	1	0	0	1	1	1	2	1	0	2	14	0	2	33	4	8	2	3	8	0	0	5	0	0	7
ASV1750	17	91	2	3	3	4	2	46	26	24	8	13	15	11	24	40	41	11	6	17	16	16	13	2	26	36	34	16	16	19	25	26	1	1	0	10	6	26	2	2	0	4	10	4	3	2	0	12
ASV3	1701	1079	213	686	9	448	238	2843	12509	8142	75	1962	4832	4581	2133	56	573	1814	4988	2427	617	498	2737	62	4571	888	2202	2144	4471	233	1177	413	3296	822	19	1824	1736	719	2649	8435	319	771	464	905	1321	892	24	5338
ASV66	683	1012	130	222	26	9	28	196	40	88	80	269	286	181	279	110	1442	515	267	779	236	235	901	3	119	6	652	70	69	319	173	242	35	126	12	81	113	21	275	170	57	42	509	154	57	33	0	197
ASV2141	20	14	3	2	1	3	0	0	2	10	4	6	15	17	3	9	12	3	2	8	6	7	4	0	13	0	10	8	10	14	15	5	25	15	0	13	5	4	19	24	12	26	11	5	10	5	0	2
ASV364	79	273	28	1	0	10	5	39	358	82	27	82	237	177	121	36	106	320	34	132	131	362	232	3	179	57	298	9	213	113	289	3	9	47	1	16	40	4	1	0	0	14	17	32	26	21	0	2
ASV319	70	168	101	0	0	3	1	73	103	6	524	126	95	111	5	0	27	283	92	9	44	2	163	0	11	108	201	319	89	94	43	355	7	60	5	14	38	0	10	1	4	57	81	14	15	8	0	3
ASV1894	7	15	120	0	0	0	2	3	6	27	1	3	19	10	19	0	20	47	17	25	0	24	1	0	10	3	19	5	4	2	35	0	2	0	0	1	3	0	0	2	1	1	3	13	3	1	0	4
ASV12	855	2562	381	349	25	250	44	354	2531	871	115	1262	1419	700	1630	77	437	894	934	873	192	674	312	18	524	572	767	1459	278	250	2088	820	179	241	30	631	203	189	217	334	105	306	1360	355	359	756	0	312
ASV1577	24	0	55	0	0	6	0	0	3	0	11	4	99	85	1	0	1	21	5	0	0	0	1	3	5	1	1	20	2	0	0	59	0	5	1	7	30	0	4	8	3	73	1	4	119	0	0	2
ASV1055	48	107	18	2	4	11	11	15	31	34	47	24	4	15	27	30	116	23	3	54	17	47	50	1	12	5	114	23	38	47	24	39	11	26	1	32	13	38	14	14	21	20	26	16	11	4	0	12
ASV289	150	125	312	49	18	18	86	8	73	237	78	204	148	42	324	110	249	40	103	201	30	2	6	1	45	61	63	47	24	96	115	13	36	30	4	294	35	140	74	86	44	55	187	34	103	52	1	302
ASV1785	54	4	14	33	0	0	0	0	0	0	0	0	6	10	1	0	0	2	1	0	0	0	1	0	0	5	11	0	4	23	101	0	7	1	0	1	41	1	81	6	0	2	0	66	7	49	0	0
ASV7	793	3877	1528	7	4	49	181	357	2725	690	2397	1450	1571	1334	2740	744	1595	906	1877	946	738	1038	1079	22	539	648	579	2010	362	1080	731	999	21	83	6	224	70	63	3	7	26	41	204	51	214	23	0	41
ASV1425	216	22	1	0	0	0	0	2	0	0	0	41	0	0	1	2	48	97	2	27	8	8	45	0	0	0	70	0	0	46	1	42	1	6	0	15	3	0	0	0	0	0	2	0	0	0	0	1
ASV8802	6	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	4	0	3	0	0	0	0	0	0	21	0	1	2	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV3349	98	1	0	0	0	0	0	0	0	0	1	1	28	1	2	2	9	3	0	1	2	3	2	0	50	0	7	1	5	3	0	1	0	0	0	0	0	0	0	5	0	1	1	0	4	0	0	0
ASV555	452	4	0	0	0	20	2	13	190	3	15	2	108	0	62	46	1	7	1	147	2	7	3	0	11	6	288	6	191	123	48	1	138	2	2	8	361	19	44	21	0	1	2	2	68	26	0	18
ASV1090	19	18	0	0	0	0	0	2	0	0	0	2	5	28	1	8	32	9	0	36	0	1	0	1	6	36	0	1	6	7	10	831	0	2	0	1	1	0	5	11	0	3	3	5	1	2	0	0
ASV684	17	207	28	0	1	4	3	2	39	3	91	29	54	85	16	1	1	62	21	9	20	4	32	0	49	2	13	141	40	40	60	100	66	36	4	37	96	3	14	33	3	67	85	2	22	25	0	3
ASV344	89	63	105	0	1	1	0	8	17	1	2425	2	21	24	0	2	5	52	1	62	24	23	33	0	42	1	101	0	14	24	2	57	16	48	12	6	248	0	13	31	1	47	26	0	20	1	0	1
ASV1909	72	2	2	0	0	2	2	40	38	5	0	2	6	8	0	0	0	31	2	45	17	3	25	0	27	0	64	0	11	57	1	20	0	4	0	0	3	0	0	3	0	1	1	0	1	0	0	1
ASV741	115	57	4	0	0	14	18	15	52	82	0	8	6	8	5	7	50	175	2	102	221	13	193	0	60	2	26	0	19	82	2	0	0	72	0	3	36	0	0	1	0	12	29	1	1	0	0	21
ASV1634	54	159	6	0	0	0	0	5	66	0	8	38	54	103	1	0	1	28	23	22	1	11	17	0	20	0	9	33	27	3	5	7	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV296	60	229	206	1	2	45	11	28	616	80	1	52	163	128	15	1	5	224	18	49	17	217	114	2	177	70	306	41	66	77	130	28	20	55	1	33	47	3	22	70	1	35	9	30	54	20	0	1
ASV300	77	453	75	0	1	0	16	24	51	87	122	29	8	13	624	31	596	81	135	134	72	285	49	0	54	63	72	107	20	44	307	7	1	4	0	1	3	8	1	1	0	1	53	1	0	2	1	25
ASV118	456	103	516	0	0	0	2	69	0	9	3	89	237	401	3	1	8	200	0	43	85	413	33	6	227	2	253	70	137	431	30	427	103	156	1	56	440	9	870	472	1	301	3	1	187	2	0	50
ASV768	776	4	0	0	0	0	0	40	0	15	0	7	52	155	1	0	1	166	2	12	2	2	1	0	79	0	134	1	57	56	1	65	2	28	0	1	105	0	3	11	0	44	0	1	12	0	0	2
ASV653	185	410	30	2	6	3	0	6	74	64	6	68	64	7	44	76	29	18	78	49	34	93	15	1	27	152	74	2	26	27	10	0	11	12	1	39	23	9	32	11	3	6	99	1	13	1	1	8
ASV483	791	1	3	16	7	23	4	1	285	189	2	2	66	81	7	257	1	16	1	0	0	3	1	0	74	123	1	2	30	368	31	0	40	18	0	0	1	2	135	30	0	8	0	14	21	15	0	3
ASV427	107	122	138	27	6	15	9	43	111	109	5	28	135	35	17	5	79	201	43	100	88	61	236	3	50	1	184	186	77	9	18	116	84	112	1	13	23	9	97	64	3	13	47	5	36	19	0	48
ASV1142	30	106	3	18	4	14	1	11	187	88	8	72	73	53	82	26	60	25	25	27	20	28	22	0	23	44	50	40	19	17	17	13	18	16	0	11	3	21	7	18	9	4	14	5	2	5	0	27
ASV2207	13	37	4	6	1	11	2	1	10	12	28	7	19	13	8	19	5	2	3	3	9	13	11	0	8	2	19	9	6	9	8	11	14	22	4	21	2	13	14	19	25	11	6	12	24	1	0	9
ASV322	37	268	373	0	0	0	3	14	3	156	29	277	76	102	17	111	288	90	106	297	89	165	142	0	28	15	75	367	11	174	103	61	1	0	0	1	0	0	2	0	0	0	2	1	0	0	0	0
ASV734	561	0	138	0	0	0	0	13	0	1	0	3	73	2	2	90	28	10	0	12	3	44	9	1	12	9	125	2	20	134	188	48	10	19	0	0	1	4	27	7	0	0	27	0	22	89	0	2
ASV1469	79	1	0	0	0	0	0	3	1	4	6	1	2	59	2	0	1	0	1	0	0	2	81	1	42	0	311	5	110	51	0	0	7	0	0	0	0	0	10	7	0	5	1	0	0	0	0	0
ASV58	694	293	89	0	0	32	0	80	701	5	105	143	1466	1002	9	0	22	1069	7	167	20	323	289	8	513	3	435	22	719	66	31	1534	1050	250	9	32	449	13	658	261	1	127	127	5	201	5	0	20
ASV1547	11	57	5	1	0	0	6	0	0	271	0	10	0	1	0	107	123	1	58	1	1	0	0	0	0	21	1	0	1	9	5	18	1	3	0	2	1	2	5	0	0	0	0	1	0	0	0	0
ASV6837	4	3	1	3	0	2	2	2	23	20	1	3	0	7	3	1	9	3	3	0	0	7	1	0	2	3	15	5	6	2	2	1	0	5	0	1	0	9	0	2	2	2	0	0	1	0	0	2
ASV245	211	2	23	0	0	22	30	24	346	321	14	386	174	524	117	171	33	136	14	6	0	2	7	2	371	59	257	42	175	55	67	24	266	27	3	208	149	34	543	369	10	115	31	10	35	23	0	21
ASV574	101	71	0	6	0	10	7	36	157	310	3	110	58	104	104	32	203	45	22	92	6	93	20	2	26	173	105	141	4	21	135	0	2	5	1	31	1	4	6	3	0	7	85	0	6	36	0	25
ASV2630	20	11	0	0	0	0	0	13	0	0	2	10	11	3	0	1	18	20	2	30	1	7	2	0	41	0	80	3	1	20	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV83	710	632	12	29	4	21	65	125	169	376	6	49	62	12	116	318	15	133	7	31	277	380	125	1	27	17	294	28	741	590	912	20	1241	384	4	118	242	147	359	92	7	6	66	934	30	937	3	467
ASV10593	1	2	0	0	0	0	0	6	5	2	0	5	3	1	1	1	0	0	0	0	0	1	1	0	0	3	6	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ASV80	693	213	26	19	1	76	42	185	489	1380	152	390	484	383	557	440	205	502	301	179	108	784	165	15	166	355	1190	92	285	193	413	266	73	145	2	183	180	144	244	66	36	96	47	100	52	90	0	161
ASV3511	6	20	1	7	0	1	0	0	2	40	2	2	4	13	4	3	15	1	1	2	3	4	7	1	1	0	7	0	9	9	5	6	4	1	1	5	19	3	0	1	2	3	5	5	0	0	1	6
ASV94	80	405	45	49	2	116	76	22	238	565	15	419	872	369	49	87	235	81	37	276	21	106	15	3	210	41	88	70	156	184	144	94	75	48	12	643	66	70	900	553	7	172	417	30	463	117	1	128
ASV48	266	2678	57	49	4	126	86	86	294	758	605	230	100	264	569	445	421	113	320	158	179	291	117	5	153	87	205	180	15	203	590	198	17	130	44	335	92	136	101	387	146	289	544	572	82	142	9	797
ASV232	84	646	37	14	1	6	22	41	544	334	51	104	24	105	62	98	387	116	22	198	173	189	171	3	83	79	386	292	267	112	50	152	29	22	3	49	18	43	41	17	2	5	40	24	5	9	0	14
ASV2957	15	8	14	3	0	20	7	1	34	43	1	9	32	8	9	5	6	4	2	29	0	7	4	0	7	0	8	3	18	3	2	6	19	16	0	21	2	5	4	16	0	13	4	4	12	3	1	16
ASV10278	3	4	0	0	0	0	0	0	2	3	0	0	0	0	1	0	8	3	2	3	1	1	0	0	0	0	5	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV431	86	173	16	41	2	15	14	4	29	59	676	37	24	21	28	72	48	27	9	75	14	14	21	0	17	15	41	14	32	37	27	38	120	37	45	107	20	20	164	160	16	58	63	24	12	30	0	38
ASV49	327	1137	364	88	2	156	64	71	614	229	505	343	311	258	421	78	373	491	328	258	173	237	91	12	165	208	391	258	33	112	382	1436	52	551	39	393	230	120	126	196	110	330	753	186	142	288	2	445
ASV1124	20	38	7	39	7	5	27	1	3	45	12	19	6	3	17	11	31	2	2	31	1	7	5	0	4	3	17	19	3	20	27	8	20	21	1	88	12	68	22	57	143	10	47	55	8	11	1	50
ASV1580	27	49	0	0	0	0	1	12	5	44	1	11	6	2	55	11	70	22	31	47	31	85	45	1	0	14	20	0	0	18	74	0	0	3	0	0	4	1	0	0	0	0	0	3	1	3	0	6
ASV1494	278	5	2	0	0	0	0	14	1	4	30	2	12	4	0	0	3	44	1	42	7	141	62	0	6	0	92	3	56	7	0	0	1	14	0	0	21	0	0	0	0	0	0	0	1	0	0	0
ASV8980	32	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	2	1	15	1	0	0	0	0	0	0	0	0
ASV264	190	356	71	64	1	6	46	56	112	295	158	107	60	9	455	158	219	99	45	141	53	34	71	3	45	141	126	152	64	114	199	44	30	46	7	85	74	27	23	59	3	5	169	18	5	69	1	118
ASV54	1375	0	175	88	0	0	0	61	2	1	6	40	2391	627	30	1	4	134	3	11	2	405	14	1	6	2	399	3	96	183	2115	1	231	89	1	0	47	31	772	37	1	408	1	99	879	1327	0	0
ASV3038	9	44	1	5	0	2	4	73	10	10	4	7	1	1	3	0	38	3	1	14	12	12	2	0	6	7	23	0	1	7	13	14	5	0	0	1	0	1	0	3	2	1	10	1	0	3	0	61
ASV3645	8	1	0	0	0	0	0	0	19	0	0	12	1	31	0	2	2	47	5	4	0	0	0	0	1	4	1	53	2	3	1	1	0	5	0	1	3	0	0	0	0	0	0	0	1	0	0	0
ASV530	302	89	47	2	0	0	32	87	33	292	36	13	43	34	1	0	14	74	6	67	0	23	22	2	56	1	349	40	85	55	709	46	7	12	0	7	15	0	28	8	0	6	7	38	10	16	0	3
ASV438	77	392	166	12	0	0	2	8	1	2	0	39	50	21	0	0	0	16	19	41	13	85	12	0	1	2	45	11	8	83	453	8	8	31	1	65	28	2	56	31	39	40	59	499	30	224	0	4
ASV154	514	210	5	1	2	82	1	8	1004	4	1224	363	28	292	4	7	20	371	2	14	6	42	384	1	122	16	39	19	315	45	113	8	17	84	2	134	213	0	0	0	2	113	57	6	13	11	0	7
ASV1506	22	54	64	1	0	0	0	5	42	25	8	8	10	8	0	17	10	19	0	1	55	54	32	0	82	0	127	0	22	3	23	2	0	1	0	0	1	0	0	0	0	0	3	1	0	0	0	0
ASV632	216	0	30	0	0	0	0	0	1	0	0	1	47	62	0	0	0	48	1	0	2	76	0	0	1	0	611	13	83	0	6	2	61	18	0	0	3	7	582	0	0	21	0	1	4	0	0	0
ASV1570	13	9	3	0	0	16	16	1	38	42	3	25	31	24	2	14	5	25	4	2	9	1	17	0	10	14	8	24	10	13	5	33	9	37	0	34	30	3	11	16	5	56	9	5	29	4	0	17
ASV8865	5	0	0	0	0	1	0	0	1	0	1	2	0	10	1	0	0	2	0	0	0	3	1	0	2	1	0	0	1	0	0	0	0	2	0	2	1	0	0	0	3	2	0	0	0	0	0	0
ASV470	62	309	11	1	2	5	8	300	139	177	33	85	100	90	77	184	190	58	22	72	51	84	66	2	37	63	212	50	93	106	99	94	8	10	0	15	18	75	3	6	1	11	49	23	39	7	2	41
ASV559	91	7	0	3	0	50	3	0	27	2	0	8	81	220	7	1	5	20	0	6	4	1	52	0	108	6	2	1	2	4	1	6	2	121	0	24	30	7	13	576	3	437	11	11	187	1	1	1
ASV648	21	30	24	8	4	8	2	27	231	252	10	72	40	66	34	82	117	40	26	64	19	34	37	1	44	130	20	508	13	29	141	55	7	12	0	118	8	111	8	11	10	9	11	3	7	51	0	82
ASV396	227	634	31	2	0	0	1	274	3	9	39	16	394	6	9	7	40	212	5	233	88	50	331	1	68	1	263	3	7	36	15	8	6	10	5	2	24	0	104	17	0	4	208	12	17	1	0	1
ASV183	91	515	23	260	21	13	20	27	34	276	576	70	13	8	84	291	200	53	29	175	61	31	42	0	38	62	90	43	25	96	117	158	104	60	84	170	24	109	189	245	83	21	216	80	10	80	0	265
ASV204	563	245	0	12	3	59	5	222	248	369	5	130	326	161	273	111	52	412	22	101	95	419	112	5	251	116	700	9	240	92	131	41	40	81	0	75	42	97	63	53	1	48	3	20	30	33	0	96
ASV6137	79	0	0	0	0	0	0	1	3	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV5636	21	37	0	0	0	0	0	1	0	0	19	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV95	495	360	9	20	0	44	206	27	284	381	493	265	231	236	438	181	287	205	288	132	48	19	89	4	92	381	217	537	413	382	245	375	98	179	7	225	236	257	113	37	105	274	385	123	117	81	0	66
ASV1151	219	7	0	0	0	0	12	17	20	81	0	1	52	95	1	0	7	40	2	43	2	10	21	0	24	0	156	5	16	24	12	6	5	5	0	3	12	0	89	20	0	44	4	0	9	2	0	1
ASV132	225	726	33	0	0	0	1	12	154	411	6	616	78	78	403	706	1307	54	166	306	66	166	56	5	95	156	148	9	26	150	655	174	3	0	0	1	0	1	0	0	0	0	7	0	0	0	0	0
