"FLASV","idty","Kingdom","Phylum","Class","Order","Family","Genus"
"FLASV1613.1330",98.9,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",""
"FLASV1614.1312",94.8,"Bacteria","Cyanobacteria","Cyanobacteriia","RD017","",""
"FLASV1615.1339",99.1,"Bacteria","Acidobacteriota","Subgroup_11","","",""
"FLASV1616.1482",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Dicranum_scoparium"
"FLASV1617.1312",96.2,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae",""
"FLASV1618.1377",98.9,"Bacteria","Myxococcota","bacteriap25","","",""
"FLASV1619.1370",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",""
"FLASV1620.955",99.9,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",""
"FLASV1621.1358",99.8,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1622.1344",98.1,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Rurimicrobium"
"FLASV1623.1358",99.7,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1624.1379",97.9,"Bacteria","Latescibacterota","","","",""
"FLASV1625.1362",96.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","",""
"FLASV1626.1352",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter"
"FLASV1627.1340",98.5,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"FLASV1628.1378",99.3,"Bacteria","Latescibacterota","","","",""
"FLASV1629.1357",98.2,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1630.1350",99.7,"Bacteria","Bacteroidota","Ignavibacteria","SJA-28","",""
"FLASV1631.1331",99.2,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV1632.1370",99.3,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",""
"FLASV1633.1353",99.4,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella"
"FLASV1634.952",99.4,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",""
"FLASV1635.1357",97.1,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"FLASV1636.1306",99.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"FLASV1637.1366",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"FLASV1638.1381",99.5,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"FLASV1639.1286",99.6,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Pythium_ultimum"
"FLASV1640.1309",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","Nordella"
"FLASV1641.1357",99.6,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1642.1345",99.4,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV1643.1321",96.5,"Bacteria","Chloroflexi","KD4-96","","",""
"FLASV1644.1379",89.5,"Bacteria","Latescibacterota","","","",""
"FLASV1645.1301",99.4,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",""
"FLASV1646.1352",98.8,"Bacteria","Bacteroidota","Ignavibacteria","SJA-28","",""
"FLASV1647.1352",99.2,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea"
"FLASV1648.1373",99.3,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV1649.1377",99.1,"Bacteria","Myxococcota","bacteriap25","","",""
"FLASV1650.1308",99.9,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","",""
"FLASV1651.1322",99.9,"Bacteria","Chloroflexi","KD4-96","","",""
"FLASV1652.1350",99,"Bacteria","Bacteroidota","Ignavibacteria","SJA-28","",""
"FLASV1653.1308",99.5,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nostoc_PCC-7107"
"FLASV1654.1358",98.4,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"FLASV1655.1354",99.6,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"FLASV1656.1371",99.2,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",""
"FLASV1657.952",99.1,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",""
"FLASV1658.1380",99.3,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV1659.1349",98.4,"Bacteria","Acidobacteriota","Subgroup_5","","",""
"FLASV1660.1356",99.7,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"FLASV1661.1308",100,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nostoc_PCC-73102"
"FLASV1662.1344",98.5,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1663.1356",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"FLASV1664.1307",99.2,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","",""
"FLASV1665.1377",98.7,"Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae",""
"FLASV1666.1371",99.2,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",""
"FLASV1667.1361",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella"
"FLASV1668.1309",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",""
"FLASV1669.1374",99.3,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV1670.1304",99.2,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV1671.1353",97.4,"Bacteria","Acidobacteriota","Subgroup_18","","",""
"FLASV1672.1349",99.4,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter"
"FLASV1673.1331",99.4,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV1674.1322",99.2,"Bacteria","Chloroflexi","KD4-96","","",""
"FLASV1675.1352",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"FLASV1676.1364",99.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"FLASV1677.1380",99.1,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV1678.1366",99.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"FLASV1679.955",96.5,"Archaea","Thermoplasmatota","Thermoplasmata","Marine_Group_II","",""
"FLASV1680.1352",99,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"FLASV1681.1353",99.9,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV1682.1308",97.9,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nostoc_PCC-7524"
"FLASV1683.1370",99.6,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",""
"FLASV1684.1322",96.2,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea"
"FLASV1685.1352",98.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV1686.1354",97.3,"Bacteria","Bacteroidota","Ignavibacteria","SJA-28","",""
"FLASV1687.1358",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1688.1299",93.2,"Bacteria","Patescibacteria","Parcubacteria","","",""
"FLASV1689.1309",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","",""
"FLASV1690.1353",97.3,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae",""
"FLASV1691.1343",99.9,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter"
"FLASV1692.1358",99.7,"Bacteria","Proteobacteria","Gammaproteobacteria","","","Acidibacter"
"FLASV1693.1352",99.6,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV1694.1331",99.8,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","UTCFX1"
"FLASV1695.1370",99.4,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",""
"FLASV1696.1344",99.6,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1697.1303",98.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"FLASV1698.1344",99.3,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1699.1366",98.8,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"FLASV1700.1344",98.8,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1701.1343",97.5,"Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionaceae","Vampirovibrio"
"FLASV1702.1305",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"FLASV1703.1377",99.3,"Bacteria","Myxococcota","bacteriap25","","",""
"FLASV1704.1359",99.5,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV1705.1371",98.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter"
"FLASV1706.1356",98.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas"
"FLASV1707.1352",99,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV1708.1359",99.4,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV1709.1308",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Tardiphaga"
"FLASV1710.1361",99.9,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1711.1339",99.5,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","",""
"FLASV1712.1306",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",""
"FLASV1713.1360",99.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1714.1352",99.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV1715.1339",97.4,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV1716.1352",99.4,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV1717.1341",99.5,"Bacteria","Acidobacteriota","Subgroup_11","","",""
"FLASV1718.1350",99.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella"
"FLASV1719.1322",99.9,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"FLASV1720.1343",99.1,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermacoccaceae","Flexivirga"
"FLASV1721.1379",99.9,"Bacteria","Acidobacteriota","Subgroup_22","","",""
"FLASV1722.1350",99.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",""
"FLASV1723.1314",99.1,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae","Wilmottia_Ant-Ph58"
"FLASV1724.1329",98.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"FLASV1725.1370",99.9,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus"
"FLASV1726.1352",99.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter"
"FLASV1727.1378",96.6,"Bacteria","Latescibacterota","","","",""
"FLASV1728.1344",99.2,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1729.1380",98.8,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV1730.1384",95.6,"Bacteria","Latescibacterota","","","",""
"FLASV1731.1331",98.9,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV1732.1356",98.8,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caenimonas"
"FLASV1733.1363",99.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae",""
"FLASV1734.1353",98.1,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767",""
"FLASV1735.1363",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
"FLASV1736.1332",99.1,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV1737.1306",99.3,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"FLASV1738.1350",98.7,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17",""
"FLASV1739.1319",99.3,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Tychonema_CCAP_1459-11B"
"FLASV1740.1358",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1741.1352",99.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV1742.1351",99.3,"Bacteria","Acidobacteriota","Subgroup_5","","",""
"FLASV1743.1375",98.9,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV1744.1360",98.9,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","",""
"FLASV1745.1322",99.7,"Bacteria","Chloroflexi","KD4-96","","",""
"FLASV1746.1322",99.4,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"FLASV1747.1371",99.9,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",""
"FLASV1748.1357",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",""
"FLASV1749.1359",96.5,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",""
"FLASV1750.1344",99.4,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1751.1308",99.8,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cylindrospermum_SAG_11.82"
"FLASV1752.1321",99.4,"Bacteria","Chloroflexi","KD4-96","","",""
"FLASV1753.1358",99.7,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1754.1353",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Halomonas"
"FLASV1755.1340",98,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI_0001001-H03"
"FLASV1756.1358",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1757.1359",99.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",""
"FLASV1758.1360",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1759.1347",99.6,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"FLASV1760.1359",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",""
"FLASV1761.1361",99.5,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1762.1356",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"FLASV1763.1376",98.8,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium"
"FLASV1764.1361",99.5,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV1765.1311",99.1,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","",""
"FLASV1766.1358",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1767.1320",99.8,"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Ca_Solibacter"
"FLASV1768.1346",99.1,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",""
"FLASV1769.1374",99.3,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV1770.1309",99.3,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","Nordella"
"FLASV1771.1354",99,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","BBMC-4",""
"FLASV1772.1304",99.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ochrobactrum"
"FLASV1773.1360",89.6,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Persicaria_minor",""
"FLASV1774.1350",99,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV1775.1356",98.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"FLASV1776.1358",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1777.1361",99.7,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV1778.1361",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
"FLASV1779.1363",99.5,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1780.1354",98.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",""
"FLASV1781.1307",99.2,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","",""
"FLASV1782.1360",96.9,"Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",""
"FLASV1783.1302",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"FLASV1784.1373",99.6,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV1785.1301",99.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"FLASV1786.1374",99.3,"Bacteria","Acidobacteriota","Subgroup_22","","",""
"FLASV1787.1365",99.8,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1788.1352",99.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"FLASV1789.1357",99,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1790.1377",98.3,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter"
"FLASV1791.1361",98.2,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV1792.1328",99,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587"
"FLASV1793.1379",98,"Bacteria","Acidobacteriota","Subgroup_22","","",""
"FLASV1794.1360",98,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",""
"FLASV1795.1352",99.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV1796.1377",99.4,"Bacteria","RCP2-54","","","",""
"FLASV1797.1374",99.2,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"FLASV1798.1346",98.5,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","",""
"FLASV1799.952",99.6,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",""
"FLASV1800.1310",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae",""
"FLASV1801.1379",98.8,"Bacteria","Latescibacterota","","","",""
"FLASV1802.1343",99.6,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"FLASV1803.1348",97,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae",""
"FLASV1804.1353",98.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio"
"FLASV1805.1352",99.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV1806.1380",94.4,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae",""
