#OTU ID	18085-B5-R-01-S1-library1	18085-B5-R-01-S1-library2	18085-B5-R-02-S2-library1	18085-B5-R-02-S2-library2	18085-B5-R-03-S3-library1	18085-B5-R-03-S3-library2	18085-B5-R-04-S4-library1	18085-B5-R-04-S4-library2	18085-B5-R-05-S5-library1	18085-B5-R-05-S5-library2	18085-B5-R-06-S6-library1	18085-B5-R-06-S6-library2	18085-B5-R-07-S7-library1	18085-B5-R-07-S7-library2	18085-B5-R-08-S8-library1	18085-B5-R-08-S8-library2	18085-B5-R-09-S9-library1	18085-B5-R-09-S9-library2	18085-B5-R-10-S10-library1	18085-B5-R-11-S11-library1	18085-B5-R-12-S12-library1	18085-B5-R-13-S13-library1	18085-B5-R-14-S14-library1	18085-B5-R-15-S15-library1	18085-B5-R-16-S16-library1	18085-B5-R-17-S17-library1	18085-B5-R-18-S18-library1	18085-B5-R-19-S19-library1	18085-B5-R-20-S20-library1	18085-B5-R-21-S21-library1	18085-B5-R-22-S22-library1	18085-B5-R-23-S23-library1	18085-B5-R-24-S24-library1	18085-B5-R-25-S25-library1	18085-B5-R-25-S25-library2	18085-B5-R-26-S26-library1	18085-B5-R-26-S26-library2	18085-B5-R-27-S27-library1	18085-B5-R-27-S27-library2	18085-B5-R-28-S28-library1	18085-B5-R-28-S28-library2	18085-B5-R-29-S29-library1	18085-B5-R-29-S29-library2	18085-B5-R-30-S30-library1	18085-B5-R-30-S30-library2	18085-B5-R-31-S31-library1	18085-B5-R-31-S31-library2	18085-B5-R-32-S32-library1	18085-B5-R-32-S32-library2	18085-B5-R-33-S33-library1	18085-B5-R-33-S33-library2	18085-B5-R-34-S34-library1	18085-B5-R-35-S35-library1	18085-B5-R-36-S36-library1	18085-B5-R-37-S37-library1	18085-B5-R-38-S38-library1	18085-B5-R-39-S39-library1	18085-B5-R-40-S40-library1	18085-B5-R-41-S41-library1	18085-B5-R-42-S42-library1	18085-B5-R-43-S43-library1	18085-B5-R-44-S44-library1	18085-B5-R-45-S45-library1	18085-B5-R-46-S46-library1	18085-B5-R-47-S47-library1	18085-B5-R-48-S48-library1	18085-B5-R-49-S49-library1	18085-B5-R-50-S50-library1	18085-B5-R-51-S51-library1	18085-B5-R-52-S52-library1	18085-B5-R-53-S53-library1	18085-B5-R-54-S54-library1	18085-B5-R-55-S55-library1	18085-B5-R-56-S56-library1	18085-B5-R-57-S57-library1	18085-B5-R-58-S58-library1	18085-B5-R-59-S59-library1	18085-B5-R-60-S60-library1	18085-B5-R-61-S61-library1	18085-B5-R-62-S62-library1	18085-B5-R-63-S63-library1	18085-B5-R-64-S64-library1	18085-B5-R-65-S65-library1	18085-B5-R-66-S66-library1	18085-B5-R-67-S67-library1	18085-B5-R-68-S68-library1	18085-B5-R-69-S69-library1	18085-B5-R-70-S70-library1	18085-B5-R-71-S71-library1	18085-B5-R-72-S72-library1	18085-B5-R-73-S73-library1	18085-B5-R-74-S74-library1	18085-B5-R-75-S75-library1	18085-B5-R-76-S76-library1	18085-B5-R-77-S77-library1	18085-B5-R-78-S78-library1	18085-B5-R-79-S79-library1	18085-B5-R-80-S80-library1	18085-B5-R-81-S81-library1
ASV16381	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV6125	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	21	10	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	18	3	0	0	0	1	0	0	0	0	0	4	3	7	0	0	0
ASV17426	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1050	0	0	0	0	0	0	0	1	0	0	0	0	1	28	2	27	0	25	0	1	0	1	0	0	0	0	1	135	99	18	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	18	3	20	1	11	0	1	13	6	0	0	0	0	0	153	197	26	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	111	99	8	0	0	2	0	0	0	1	0	0	22	29	15
ASV16080	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV6208	0	0	0	0	0	0	0	1	2	0	2	0	1	0	1	0	2	0	0	2	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	2	0	1	0	2	0	1	3	5	3	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	4	1	1	7	2	3	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV11133	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0
ASV6555	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	0	0	0	0	1	0	0	1	0	0	2	2	0	0	0	1
ASV5642	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	9	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	4	0	0	0	1	0	0	0	0	0	6	3	0	0	0	0
ASV15957	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	3	3	1	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	1	2	0	0	0	1	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV15613	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	2	2	0	1	0	0	5	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV18196	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV11948	0	0	0	0	0	0	0	1	3	0	4	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6	3	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV16629	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	1	4	2	2	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	1	3	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV15841	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	1	0	0	0	0	0	1	0	1	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV11328	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14022	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8253	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV10787	0	0	0	0	0	0	0	0	3	0	3	0	2	0	2	0	0	0	3	2	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	2	0	1	0	0	0	1	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	3	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8825	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV12083	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	1	0	0	0	1	1	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV8960	0	0	0	0	0	0	0	0	13	0	3	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	8	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV13780	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14197	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	3	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	2	0	0	0	4	0	1	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ASV17205	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV17585	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV10248	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	3	0	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	2	0	0	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV18921	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
ASV18522	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV10035	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV11045	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	2	0	3	0	0	0	0	0	3	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV17329	0	0	0	0	0	0	0	0	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4385	0	0	0	0	0	0	0	0	40	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV17049	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8326	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14999	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV15806	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	2	5	1	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV13018	0	0	0	0	0	0	0	0	7	0	6	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV12964	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0
ASV13450	0	0	0	0	0	0	0	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV15377	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV10818	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
