FLASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,Tax
FLASV15178.1325,Bacteria,Chloroflexi,JG30-KF-CM66,AsCoM_o_179,AsCoM_f_834,AsCoM_g_14715,AsCoM_s_15178,"d:Bacteria,p:Chloroflexi,c:JG30-KF-CM66,o:AsCoM_o_179,f:AsCoM_f_834,g:AsCoM_g_14715,s:AsCoM_s_15178,"
FLASV15179.1323,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,AsCoM_s_6978,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Caldilineales,f:Caldilineaceae,g:Litorilinea,s:AsCoM_s_6978,"
FLASV15180.1366,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,AsCoM_s_597,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Arenimonas,s:AsCoM_s_597,"
FLASV15181.1333,Bacteria,Actinobacteriota,Coriobacteriia,OPB41,AsCoM_f_11814,AsCoM_g_11814,AsCoM_s_15181,"d:Bacteria,p:Actinobacteriota,c:Coriobacteriia,o:OPB41,f:AsCoM_f_11814,g:AsCoM_g_11814,s:AsCoM_s_15181,"
FLASV15182.1361,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,AsCoM_g_730,AsCoM_s_15182,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Diplorickettsiales,f:Diplorickettsiaceae,g:AsCoM_g_730,s:AsCoM_s_15182,"
FLASV15183.1366,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_endophyticus,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Paenibacillales,f:Paenibacillaceae,g:Paenibacillus,s:Paenibacillus_endophyticus,"
FLASV15184.952,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,AsCoM_g_2,AsCoM_s_19,"d:Archaea,p:Crenarchaeota,c:Nitrososphaeria,o:Nitrososphaerales,f:Nitrososphaeraceae,g:AsCoM_g_2,s:AsCoM_s_19,"
FLASV15185.1339,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,AsCoM_g_1173,AsCoM_s_4667,"d:Bacteria,p:Fibrobacterota,c:Fibrobacteria,o:Fibrobacterales,f:Fibrobacteraceae,g:AsCoM_g_1173,s:AsCoM_s_4667,"
FLASV15186.1351,Bacteria,Acidobacteriota,Subgroup_11,AsCoM_o_128,AsCoM_f_292,AsCoM_g_292,AsCoM_s_15186,"d:Bacteria,p:Acidobacteriota,c:Subgroup_11,o:AsCoM_o_128,f:AsCoM_f_292,g:AsCoM_g_292,s:AsCoM_s_15186,"
FLASV15187.1377,Bacteria,Planctomycetota,Pla3_lineage,AsCoM_o_923,AsCoM_f_923,AsCoM_g_6369,AsCoM_s_11828,"d:Bacteria,p:Planctomycetota,c:Pla3_lineage,o:AsCoM_o_923,f:AsCoM_f_923,g:AsCoM_g_6369,s:AsCoM_s_11828,"
FLASV15188.1354,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,AsCoM_g_15188,AsCoM_s_15188,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:NS11-12_marine_group,g:AsCoM_g_15188,s:AsCoM_s_15188,"
FLASV15189.1381,Bacteria,Myxococcota,bacteriap25,AsCoM_o_71,AsCoM_f_1508,AsCoM_g_2303,AsCoM_s_15189,"d:Bacteria,p:Myxococcota,c:bacteriap25,o:AsCoM_o_71,f:AsCoM_f_1508,g:AsCoM_g_2303,s:AsCoM_s_15189,"
FLASV15190.1306,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,AsCoM_s_769,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:AsCoM_s_769,"
FLASV15191.1333,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,AsCoM_f_2987,AsCoM_g_2987,AsCoM_s_15191,"d:Bacteria,p:Armatimonadota,c:Armatimonadia,o:Armatimonadales,f:AsCoM_f_2987,g:AsCoM_g_2987,s:AsCoM_s_15191,"
FLASV15192.1338,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,AsCoM_g_15192,AsCoM_s_15192,"d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Tepidisphaerales,f:WD2101_soil_group,g:AsCoM_g_15192,s:AsCoM_s_15192,"
FLASV15193.1320,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AsCoM_g_8889,AsCoM_s_9627,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:AsCoM_g_8889,s:AsCoM_s_9627,"
FLASV15194.1349,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,AsCoM_g_15194,AsCoM_s_15194,"d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:AsCoM_g_15194,s:AsCoM_s_15194,"
FLASV15195.1328,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chlamydomonas_applanata,AsCoM_g_3535,AsCoM_s_3535,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Chloroplast,f:Chlamydomonas_applanata,g:AsCoM_g_3535,s:AsCoM_s_3535,"
FLASV15196.1405,Bacteria,Planctomycetota,Phycisphaerae,Pla1_lineage,AsCoM_f_2483,AsCoM_g_15196,AsCoM_s_15196,"d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Pla1_lineage,f:AsCoM_f_2483,g:AsCoM_g_15196,s:AsCoM_s_15196,"
FLASV15197.1317,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,AsCoM_s_3897,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Dongiales,f:Dongiaceae,g:Dongia,s:AsCoM_s_3897,"
FLASV15198.1308,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,AsCoM_s_609,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Beijerinckiaceae,g:Bosea,s:AsCoM_s_609,"
FLASV15199.1354,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AsCoM_g_412,AsCoM_s_412,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:AsCoM_g_412,s:AsCoM_s_412,"
FLASV15200.1373,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,AsCoM_f_439,AsCoM_g_439,AsCoM_s_15200,"d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:AsCoM_f_439,g:AsCoM_g_439,s:AsCoM_s_15200,"
FLASV15201.1306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,AsCoM_f_3,Bauldia,AsCoM_s_15201,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:AsCoM_f_3,g:Bauldia,s:AsCoM_s_15201,"
FLASV15202.1342,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,AsCoM_s_15202,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:AsCoM_s_15202,"
FLASV15203.1344,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,AsCoM_f_813,AsCoM_g_2422,AsCoM_s_15203,"d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:IMCC26256,f:AsCoM_f_813,g:AsCoM_g_2422,s:AsCoM_s_15203,"
FLASV15204.1356,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,AsCoM_s_11779,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Ramlibacter,s:AsCoM_s_11779,"
FLASV15205.1357,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,AsCoM_g_15205,AsCoM_s_15205,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Nitrosomonadaceae,g:AsCoM_g_15205,s:AsCoM_s_15205,"
FLASV15206.1339,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,AsCoM_s_2333,"d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:Pirellula,s:AsCoM_s_2333,"
FLASV15207.1345,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,AsCoM_f_813,AsCoM_g_878,AsCoM_s_878,"d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:IMCC26256,f:AsCoM_f_813,g:AsCoM_g_878,s:AsCoM_s_878,"
FLASV15208.1371,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,AsCoM_s_6177,"d:Bacteria,p:Myxococcota,c:Polyangia,o:Haliangiales,f:Haliangiaceae,g:Haliangium,s:AsCoM_s_6177,"
FLASV15209.1315,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,AsCoM_g_2826,AsCoM_s_3983,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:A4b,g:AsCoM_g_2826,s:AsCoM_s_3983,"
FLASV15210.1352,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,AsCoM_g_222,AsCoM_s_1607,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:AsCoM_g_222,s:AsCoM_s_1607,"
FLASV15211.1314,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,AsCoM_s_87,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Bradyrhizobium,s:AsCoM_s_87,"
FLASV15212.1342,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,AsCoM_s_15212,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:AsCoM_s_15212,"
FLASV15213.1353,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,AsCoM_g_2058,AsCoM_s_12304,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Microscillaceae,g:AsCoM_g_2058,s:AsCoM_s_12304,"
FLASV15214.1322,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Ca_Solibacter,AsCoM_s_15214,"d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Solibacterales,f:Solibacteraceae,g:Ca_Solibacter,s:AsCoM_s_15214,"
FLASV15215.1352,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,AsCoM_g_194,AsCoM_s_7266,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:AsCoM_g_194,s:AsCoM_s_7266,"
FLASV15216.1357,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,AsCoM_s_15216,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:AsCoM_s_15216,"
FLASV15217.1374,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,AsCoM_f_18,AsCoM_g_186,AsCoM_s_748,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:11-24,f:AsCoM_f_18,g:AsCoM_g_186,s:AsCoM_s_748,"
FLASV15218.1336,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,AsCoM_s_14255,"d:Bacteria,p:Bdellovibrionota,c:Bdellovibrionia,o:Bdellovibrionales,f:Bdellovibrionaceae,g:OM27_clade,s:AsCoM_s_14255,"
FLASV15219.1359,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,AsCoM_s_4371,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Nitrosomonadaceae,g:Ellin6067,s:AsCoM_s_4371,"
FLASV15220.1359,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,AsCoM_f_174,Acidibacter,AsCoM_s_11999,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:PLTA13,f:AsCoM_f_174,g:Acidibacter,s:AsCoM_s_11999,"
FLASV15221.1355,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,AsCoM_s_15221,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Nitrosomonadaceae,g:Ellin6067,s:AsCoM_s_15221,"
FLASV15222.1322,Bacteria,Chloroflexi,P2-11E,AsCoM_o_495,AsCoM_f_495,AsCoM_g_15222,AsCoM_s_15222,"d:Bacteria,p:Chloroflexi,c:P2-11E,o:AsCoM_o_495,f:AsCoM_f_495,g:AsCoM_g_15222,s:AsCoM_s_15222,"
FLASV15223.1374,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans,AsCoM_s_15223,"d:Bacteria,p:Desulfobacterota,c:Desulfuromonadia,o:Geobacterales,f:Geobacteraceae,g:Citrifermentans,s:AsCoM_s_15223,"
FLASV15224.1375,Bacteria,Myxococcota,Polyangia,mle1-27,AsCoM_f_416,AsCoM_g_1450,AsCoM_s_15224,"d:Bacteria,p:Myxococcota,c:Polyangia,o:mle1-27,f:AsCoM_f_416,g:AsCoM_g_1450,s:AsCoM_s_15224,"
FLASV15225.1371,Bacteria,Latescibacterota,AsCoM_c_180,AsCoM_o_4968,AsCoM_f_4968,AsCoM_g_10943,AsCoM_s_10943,"d:Bacteria,p:Latescibacterota,c:AsCoM_c_180,o:AsCoM_o_4968,f:AsCoM_f_4968,g:AsCoM_g_10943,s:AsCoM_s_10943,"
FLASV15226.1366,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,AsCoM_s_1678,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Arenimonas,s:AsCoM_s_1678,"
FLASV15227.1289,Bacteria,Patescibacteria,Microgenomatia,Ca_Pacebacteria,AsCoM_f_12342,AsCoM_g_15227,AsCoM_s_15227,"d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Ca_Pacebacteria,f:AsCoM_f_12342,g:AsCoM_g_15227,s:AsCoM_s_15227,"
FLASV15228.1350,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,AsCoM_f_131,AsCoM_g_4127,AsCoM_s_12461,"d:Bacteria,p:Bacteroidota,c:Ignavibacteria,o:SJA-28,f:AsCoM_f_131,g:AsCoM_g_4127,s:AsCoM_s_12461,"
FLASV15229.1306,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,AsCoM_s_479,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:AsCoM_s_479,"
FLASV15230.984,Archaea,Crenarchaeota,Nitrososphaeria,Group_1.1c,AsCoM_f_10562,AsCoM_g_15230,AsCoM_s_15230,"d:Archaea,p:Crenarchaeota,c:Nitrososphaeria,o:Group_1.1c,f:AsCoM_f_10562,g:AsCoM_g_15230,s:AsCoM_s_15230,"
FLASV15231.1361,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,AsCoM_g_15231,AsCoM_s_15231,"d:Bacteria,p:Dependentiae,c:Babeliae,o:Babeliales,f:Vermiphilaceae,g:AsCoM_g_15231,s:AsCoM_s_15231,"
FLASV15232.1359,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,AsCoM_s_157,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Methylophilaceae,g:Methylotenera,s:AsCoM_s_157,"
FLASV15233.1359,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,AsCoM_g_6014,AsCoM_s_15233,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:AsCoM_g_6014,s:AsCoM_s_15233,"
FLASV15234.1354,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AsCoM_g_3170,AsCoM_s_5285,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:AsCoM_g_3170,s:AsCoM_s_5285,"
FLASV15235.1377,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134,AsCoM_s_1583,"d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Opitutales,f:Opitutaceae,g:IMCC26134,s:AsCoM_s_1583,"
FLASV15236.1349,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,AsCoM_s_6199,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Hymenobacteraceae,g:Adhaeribacter,s:AsCoM_s_6199,"
FLASV15237.1321,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,AsCoM_s_11511,"d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Bryobacterales,f:Bryobacteraceae,g:Bryobacter,s:AsCoM_s_11511,"
FLASV15238.1357,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AsCoM_g_1877,AsCoM_s_1877,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:AsCoM_g_1877,s:AsCoM_s_1877,"
FLASV15239.1385,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,AsCoM_g_15239,AsCoM_s_15239,"d:Bacteria,p:Verrucomicrobiota,c:Omnitrophia,o:Omnitrophales,f:Omnitrophaceae,g:AsCoM_g_15239,s:AsCoM_s_15239,"
FLASV15240.1344,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,AsCoM_s_644,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:AsCoM_s_644,"
FLASV15241.1284,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,AsCoM_s_13211,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Asticcacaulis,s:AsCoM_s_13211,"
FLASV15242.1340,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,AsCoM_s_15242,"d:Bacteria,p:Armatimonadota,c:Chthonomonadetes,o:Chthonomonadales,f:Chthonomonadaceae,g:Chthonomonas,s:AsCoM_s_15242,"
FLASV15243.1357,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,AsCoM_s_9168,"d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Roseimicrobium,s:AsCoM_s_9168,"
FLASV15244.1342,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Terrabacter,AsCoM_s_5033,"d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Terrabacter,s:AsCoM_s_5033,"
FLASV15245.1377,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,AsCoM_g_4413,AsCoM_s_15245,"d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Gemmatales,f:Gemmataceae,g:AsCoM_g_4413,s:AsCoM_s_15245,"
FLASV15246.1315,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,AsCoM_g_1102,AsCoM_s_1102,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:A4b,g:AsCoM_g_1102,s:AsCoM_s_1102,"
FLASV15247.1358,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,AsCoM_s_15247,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Aurantisolimonas,s:AsCoM_s_15247,"
FLASV15248.1307,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,AsCoM_f_3,Bauldia,AsCoM_s_4227,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:AsCoM_f_3,g:Bauldia,s:AsCoM_s_4227,"
FLASV15249.1300,Bacteria,Patescibacteria,Gracilibacteria,AsCoM_o_6166,AsCoM_f_8769,AsCoM_g_15249,AsCoM_s_15249,"d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:AsCoM_o_6166,f:AsCoM_f_8769,g:AsCoM_g_15249,s:AsCoM_s_15249,"
FLASV15250.1362,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,AsCoM_s_15250,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:AsCoM_s_15250,"
FLASV15251.1390,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,AsCoM_g_3067,AsCoM_s_7476,"d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:AsCoM_g_3067,s:AsCoM_s_7476,"
FLASV15252.1384,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,AsCoM_f_568,AsCoM_g_1076,AsCoM_s_2161,"d:Bacteria,p:Methylomirabilota,c:Methylomirabilia,o:Rokubacteriales,f:AsCoM_f_568,g:AsCoM_g_1076,s:AsCoM_s_2161,"
FLASV15253.1353,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AsCoM_g_2999,AsCoM_s_13740,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:AsCoM_g_2999,s:AsCoM_s_13740,"
FLASV15254.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,AsCoM_s_23,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:AsCoM_s_23,"
FLASV15255.1350,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,AsCoM_s_7151,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Duganella,s:AsCoM_s_7151,"
FLASV15256.1308,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,AsCoM_f_32,AsCoM_g_1198,AsCoM_s_15256,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Chloroplast,f:AsCoM_f_32,g:AsCoM_g_1198,s:AsCoM_s_15256,"
FLASV15257.1353,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,AsCoM_g_1055,AsCoM_s_7140,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Microscillaceae,g:AsCoM_g_1055,s:AsCoM_s_7140,"
FLASV15258.1313,Bacteria,Chloroflexi,Dehalococcoidia,S085,AsCoM_f_179,AsCoM_g_1254,AsCoM_s_2278,"d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:S085,f:AsCoM_f_179,g:AsCoM_g_1254,s:AsCoM_s_2278,"
FLASV15259.1309,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,AsCoM_g_15259,AsCoM_s_15259,"d:Bacteria,p:Cyanobacteria,c:Vampirivibrionia,o:Obscuribacterales,f:Obscuribacteraceae,g:AsCoM_g_15259,s:AsCoM_s_15259,"
FLASV15260.1366,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter_fulvus,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Rhodanobacteraceae,g:Rhodanobacter,s:Rhodanobacter_fulvus,"
FLASV15261.1380,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,AsCoM_f_2065,AsCoM_g_15261,AsCoM_s_15261,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:11-24,f:AsCoM_f_2065,g:AsCoM_g_15261,s:AsCoM_s_15261,"
FLASV15262.1345,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,AsCoM_s_15262,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Weeksellaceae,g:Chryseobacterium,s:AsCoM_s_15262,"
FLASV15263.1382,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,AsCoM_g_4993,AsCoM_s_15263,"d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:Vicinamibacteraceae,g:AsCoM_g_4993,s:AsCoM_s_15263,"
FLASV15264.1375,Bacteria,Myxococcota,bacteriap25,AsCoM_o_71,AsCoM_f_340,AsCoM_g_5203,AsCoM_s_5203,"d:Bacteria,p:Myxococcota,c:bacteriap25,o:AsCoM_o_71,f:AsCoM_f_340,g:AsCoM_g_5203,s:AsCoM_s_5203,"
FLASV15265.1371,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,AsCoM_s_3739,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,s:AsCoM_s_3739,"
FLASV15266.1362,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,AsCoM_g_15266,AsCoM_s_15266,"d:Bacteria,p:Dependentiae,c:Babeliae,o:Babeliales,f:Vermiphilaceae,g:AsCoM_g_15266,s:AsCoM_s_15266,"
FLASV15267.1349,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,AsCoM_s_10508,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Hymenobacteraceae,g:Adhaeribacter,s:AsCoM_s_10508,"
FLASV15268.1379,Bacteria,Latescibacterota,AsCoM_c_180,AsCoM_o_180,AsCoM_f_180,AsCoM_g_180,AsCoM_s_927,"d:Bacteria,p:Latescibacterota,c:AsCoM_c_180,o:AsCoM_o_180,f:AsCoM_f_180,g:AsCoM_g_180,s:AsCoM_s_927,"
FLASV15269.1351,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,AsCoM_s_15269,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Mucilaginibacter,s:AsCoM_s_15269,"
